batch,total_loss,img_recall_loss,text_loss,weight_ce_loss
2700,0.049202337861061096,0.0,0.0,0.049202337861061096
2800,0.019999999552965164,0.0,0.0,0.019999999552965164
2900,0.03188828378915787,0.0,0.0,0.03188828378915787
3000,0.0455339252948761,0.0,0.0,0.0455339252948761
3100,0.019999999552965164,0.0,0.0,0.019999999552965164
3200,0.03406388685107231,0.0,0.0,0.03406388685107231
3300,0.04499383270740509,0.0,0.0,0.04499383270740509
3400,0.019999999552965164,0.0,0.0,0.019999999552965164
3500,0.03187708184123039,0.0,0.0,0.03187708184123039
3600,0.044988490641117096,0.0,0.0,0.044988490641117096
3700,0.019999999552965164,0.0,0.0,0.019999999552965164
3800,0.03229546174407005,0.0,0.0,0.03229546174407005
3900,0.051795922219753265,0.0,0.0,0.051795922219753265
4000,0.019999999552965164,0.0,0.0,0.019999999552965164
4100,0.031857579946517944,0.0,0.0,0.031857579946517944
4200,0.04739359766244888,0.0,0.0,0.04739359766244888
4300,0.019999999552965164,0.0,0.0,0.019999999552965164
4400,0.03608768433332443,0.0,0.0,0.03608768433332443
4500,0.05022801458835602,0.0,0.0,0.05022801458835602
4600,0.019999999552965164,0.0,0.0,0.019999999552965164
4700,0.031889908015728,0.0,0.0,0.031889908015728
4800,0.04547244310379028,0.0,0.0,0.04547244310379028
4900,0.019999999552965164,0.0,0.0,0.019999999552965164
5000,0.031724803149700165,0.0,0.0,0.031724803149700165
5100,0.045754946768283844,0.0,0.0,0.045754946768283844
5200,0.019999999552965164,0.0,0.0,0.019999999552965164
5300,0.031698860228061676,0.0,0.0,0.031698860228061676
5400,0.045056410133838654,0.0,0.0,0.045056410133838654
5500,0.019999999552965164,0.0,0.0,0.019999999552965164
5600,0.03165271133184433,0.0,0.0,0.03165271133184433
5700,0.04491793364286423,0.0,0.0,0.04491793364286423
5800,0.019999999552965164,0.0,0.0,0.019999999552965164
5900,0.03158895671367645,0.0,0.0,0.03158895671367645
6000,0.044950008392333984,0.0,0.0,0.044950008392333984
6100,0.019999999552965164,0.0,0.0,0.019999999552965164
6200,0.034651145339012146,0.0,0.0,0.034651145339012146
6300,0.2315540462732315,0.0,0.0,0.2315540462732315
6400,0.019999999552965164,0.0,0.0,0.019999999552965164
6500,0.037063077092170715,0.0,0.0,0.037063077092170715
6600,0.08745285868644714,0.0,0.0,0.08745285868644714
6700,0.019999999552965164,0.0,0.0,0.019999999552965164
6800,0.0317939817905426,0.0,0.0,0.0317939817905426
6900,0.045402467250823975,0.0,0.0,0.045402467250823975
7000,0.019999999552965164,0.0,0.0,0.019999999552965164
7100,0.031762853264808655,0.0,0.0,0.031762853264808655
7200,0.04555005580186844,0.0,0.0,0.04555005580186844
7300,0.019999999552965164,0.0,0.0,0.019999999552965164
7400,0.03290463238954544,0.0,0.0,0.03290463238954544
7500,0.04746847599744797,0.0,0.0,0.04746847599744797
7600,0.019999999552965164,0.0,0.0,0.019999999552965164
7700,0.0319536067545414,0.0,0.0,0.0319536067545414
7800,0.04818838834762573,0.0,0.0,0.04818838834762573
7900,0.019999999552965164,0.0,0.0,0.019999999552965164
8000,0.032587457448244095,0.0,0.0,0.032587457448244095
8100,0.048292018473148346,0.0,0.0,0.048292018473148346
8200,0.019999999552965164,0.0,0.0,0.019999999552965164
8300,0.03173933923244476,0.0,0.0,0.03173933923244476
8400,0.045378707349300385,0.0,0.0,0.045378707349300385
8500,0.019999999552965164,0.0,0.0,0.019999999552965164
8600,0.03166719526052475,0.0,0.0,0.03166719526052475
8700,0.051392555236816406,0.0,0.0,0.051392555236816406
8800,0.019999999552965164,0.0,0.0,0.019999999552965164
8900,0.03171142190694809,0.0,0.0,0.03171142190694809
9000,0.044933587312698364,0.0,0.0,0.044933587312698364
9100,0.019999999552965164,0.0,0.0,0.019999999552965164
9200,0.032503314316272736,0.0,0.0,0.032503314316272736
9300,0.04725871980190277,0.0,0.0,0.04725871980190277
9400,0.019999999552965164,0.0,0.0,0.019999999552965164
9500,0.03182867541909218,0.0,0.0,0.03182867541909218
9600,0.045331671833992004,0.0,0.0,0.045331671833992004
9700,0.019999999552965164,0.0,0.0,0.019999999552965164
9800,0.03162355720996857,0.0,0.0,0.03162355720996857
9900,0.046061716973781586,0.0,0.0,0.046061716973781586
10000,0.019999999552965164,0.0,0.0,0.019999999552965164
10100,0.03337104618549347,0.0,0.0,0.03337104618549347
10200,0.0531606525182724,0.0,0.0,0.0531606525182724
10300,0.019999999552965164,0.0,0.0,0.019999999552965164
10400,0.03212452679872513,0.0,0.0,0.03212452679872513
10500,0.045122936367988586,0.0,0.0,0.045122936367988586
10600,0.019999999552965164,0.0,0.0,0.019999999552965164
10700,0.031669870018959045,0.0,0.0,0.031669870018959045
10800,0.04527968913316727,0.0,0.0,0.04527968913316727
10900,0.019999999552965164,0.0,0.0,0.019999999552965164
11000,0.031638115644454956,0.0,0.0,0.031638115644454956
11100,0.04631470888853073,0.0,0.0,0.04631470888853073
11200,0.019999999552965164,0.0,0.0,0.019999999552965164
11300,0.0316624790430069,0.0,0.0,0.0316624790430069
