global_batch,control_batch,arrow_task_batch,qa_task_batch,mem_canvas_batch,blue_line_direction_batch,gold_direction_batch,gold_proximity_batch,please_turn_batch,relposition_qa_batch,direction_names_batch,primary_solver_batch,secondary_solver_batch
47000,0.000567,0.000967,0.003081,0.006489,0.001152,0.001001,0.001000,0.002141,0.002884,0.000705,0.000353,0.000345
47100,0.000551,0.000957,0.003077,0.006301,0.001131,0.001000,0.000999,0.002141,0.002439,0.000689,0.000324,0.000339
47200,0.000546,0.000913,0.003080,0.005956,0.001139,0.000997,0.000997,0.002136,0.002421,0.000582,0.000343,0.000356
47300,0.000552,0.000905,0.003078,0.007350,0.001143,0.001000,0.001001,0.002156,0.002149,0.000711,0.000330,0.000340
47400,0.000596,0.001003,0.003067,0.007268,0.001128,0.000998,0.000998,0.002100,0.002661,0.000650,0.000349,0.000368
47500,0.000616,0.000989,0.003080,0.005964,0.001136,0.000996,0.001000,0.002169,0.002481,0.000706,0.000339,0.000343
47600,0.000606,0.000964,0.003074,0.007605,0.001124,0.000997,0.000998,0.002125,0.002925,0.000639,0.000333,0.000367
47700,0.000575,0.001014,0.003078,0.007176,0.001124,0.000997,0.001002,0.002107,0.002823,0.000581,0.000373,0.000371
47800,0.000568,0.000948,0.003075,0.007895,0.001133,0.000996,0.000996,0.002094,0.002349,0.000636,0.000350,0.000357
47900,0.000598,0.000975,0.003079,0.006589,0.001120,0.000995,0.000996,0.002139,0.002541,0.000683,0.000386,0.000360
48000,0.000595,0.001022,0.003083,0.007033,0.001160,0.001000,0.001002,0.002179,0.002408,0.000609,0.000337,0.000354
48100,0.000567,0.001019,0.003077,0.006767,0.001142,0.001001,0.000998,0.002119,0.002709,0.000674,0.000352,0.000364
48200,0.000559,0.000951,0.003080,0.007606,0.001155,0.000995,0.000994,0.002170,0.002310,0.000688,0.000371,0.000352
48300,0.000570,0.000999,0.003080,0.007660,0.001142,0.001000,0.000999,0.002097,0.002565,0.000663,0.000335,0.000372
48400,0.000593,0.000985,0.003074,0.006431,0.001137,0.000999,0.000998,0.002109,0.002328,0.000614,0.000352,0.000370
48500,0.000593,0.000976,0.003077,0.007361,0.001133,0.000995,0.000996,0.002144,0.002165,0.000639,0.000342,0.000345
48600,0.000600,0.000984,0.003074,0.007452,0.001142,0.000998,0.001002,0.002124,0.002519,0.000632,0.000363,0.000390
48700,0.000582,0.000969,0.003081,0.005721,0.001138,0.000998,0.000997,0.002177,0.002866,0.000645,0.000318,0.000353
48800,0.000609,0.000922,0.003078,0.006348,0.001134,0.000995,0.000995,0.002126,0.002625,0.000595,0.000375,0.000366
48900,0.000578,0.001014,0.003077,0.006009,0.001138,0.000995,0.000997,0.002090,0.002405,0.000673,0.000382,0.000356
49000,0.000600,0.000966,0.003078,0.007201,0.001124,0.000996,0.000995,0.002110,0.002626,0.000643,0.000353,0.000364
49100,0.000579,0.000939,0.003096,0.006358,0.001142,0.001001,0.000999,0.002152,0.002639,0.000576,0.000354,0.000372
49200,0.000563,0.001038,0.003074,0.006965,0.001132,0.001000,0.000998,0.002142,0.002320,0.000573,0.000348,0.000341
49300,0.000582,0.000992,0.003076,0.005939,0.001147,0.001001,0.001001,0.002150,0.002329,0.000572,0.000328,0.000341
49400,0.000583,0.000912,0.003075,0.006128,0.001124,0.000995,0.000997,0.002134,0.003029,0.000613,0.000334,0.000367
49500,0.000598,0.000951,0.003077,0.005515,0.001139,0.000998,0.000996,0.002171,0.002493,0.000700,0.000332,0.000356
49600,0.000597,0.000981,0.003083,0.006222,0.001145,0.000998,0.000998,0.002168,0.002306,0.000651,0.000371,0.000355
49700,0.000592,0.001016,0.003077,0.006513,0.001128,0.000997,0.000996,0.002152,0.002718,0.000687,0.000347,0.000358
49800,0.000560,0.000942,0.003079,0.006507,0.001148,0.000997,0.000997,0.002129,0.002397,0.000719,0.000355,0.000338
49900,0.000577,0.001002,0.003079,0.006799,0.001149,0.001001,0.001000,0.002136,0.002217,0.000548,0.000334,0.000353
50000,0.000602,0.001004,0.003072,0.006553,0.001129,0.000999,0.000999,0.002161,0.002519,0.000649,0.000349,0.000351
50100,0.000601,0.000996,0.003078,0.005785,0.001141,0.000998,0.000997,0.002150,0.002812,0.000626,0.000350,0.000358
50200,0.000582,0.000967,0.003080,0.006762,0.001133,0.000999,0.000995,0.002159,0.002267,0.000711,0.000308,0.000351
50300,0.000528,0.000930,0.003069,0.007133,0.001148,0.001001,0.000999,0.002144,0.002510,0.000669,0.000377,0.000347
50400,0.000584,0.000895,0.003076,0.006920,0.001142,0.000996,0.000994,0.002110,0.002739,0.000580,0.000371,0.000342
50500,0.000604,0.000951,0.003079,0.006792,0.001144,0.000992,0.000998,0.002124,0.002877,0.000600,0.000350,0.000350
50600,0.000563,0.001026,0.003078,0.007003,0.001140,0.000999,0.001000,0.002097,0.002485,0.000703,0.000346,0.000356
50700,0.000551,0.000944,0.003082,0.006947,0.001132,0.000997,0.000996,0.002142,0.002532,0.000792,0.000330,0.000351
50800,0.000579,0.001003,0.003078,0.006741,0.001143,0.000997,0.000997,0.002116,0.002637,0.000719,0.000358,0.000364
50900,0.000561,0.001048,0.003073,0.006076,0.001148,0.000999,0.000999,0.002152,0.002437,0.000629,0.000351,0.000346
51000,0.000615,0.000930,0.003075,0.007181,0.001135,0.000999,0.001005,0.002141,0.002506,0.000641,0.000338,0.000360
51100,0.000592,0.000987,0.003076,0.005234,0.001137,0.000996,0.000996,0.002143,0.002543,0.000670,0.000374,0.000345
51200,0.000640,0.000945,0.003084,0.006322,0.001141,0.001001,0.001001,0.002121,0.002505,0.000627,0.000368,0.000357
51300,0.000594,0.001066,0.003077,0.006609,0.001137,0.000997,0.000998,0.002145,0.002246,0.000609,0.000356,0.000361
51400,0.000580,0.000917,0.003078,0.005939,0.001131,0.000997,0.000998,0.002063,0.002566,0.000645,0.000343,0.000349
51500,0.000589,0.001055,0.003077,0.006753,0.001135,0.000998,0.001000,0.002137,0.002465,0.000629,0.000345,0.000340
51600,0.000589,0.000952,0.003074,0.005993,0.001132,0.000998,0.000998,0.002132,0.002548,0.000654,0.000368,0.000356
51700,0.000599,0.001017,0.003078,0.006941,0.001143,0.000997,0.000998,0.002138,0.002218,0.000642,0.000342,0.000351
51800,0.000616,0.000966,0.003074,0.006313,0.001143,0.000999,0.000996,0.002195,0.002609,0.000683,0.000325,0.000345
51900,0.000607,0.001061,0.003076,0.007530,0.001137,0.000998,0.001001,0.002181,0.002582,0.000632,0.000345,0.000355
52000,0.000579,0.000958,0.003076,0.008050,0.001146,inf,0.000995,0.002142,0.002885,0.000708,0.000358,0.000338
52100,0.000571,0.001026,0.003081,0.007017,0.001127,0.000997,0.000996,0.002179,0.002269,0.000734,0.000324,0.000350
52200,0.000582,0.001070,0.003078,0.006591,0.001142,0.000997,0.000999,0.002153,0.002593,0.000698,0.000338,0.000358
52300,0.000577,0.000966,0.003076,0.006959,0.001141,0.000994,0.000997,0.002102,0.002571,0.000650,0.000339,0.000360
52400,0.000598,0.000916,0.003074,0.006794,0.001145,0.000995,0.000994,0.002182,0.002392,0.000673,0.000342,0.000361
52500,0.000588,0.000989,0.003100,0.007496,0.001137,0.000999,0.000996,0.002147,0.002220,0.000662,0.000354,0.000346
52600,0.000563,0.000929,0.003072,0.006637,0.001137,0.001001,0.001001,0.002110,0.002965,0.000676,0.000368,0.000345
52700,0.000598,0.000937,0.003075,0.007526,0.001133,0.000997,0.000996,0.002116,0.002410,0.000663,0.000361,0.000352
52800,0.000593,0.000956,0.003082,0.006949,0.001136,0.000998,0.000997,0.002126,0.002443,0.000625,0.000336,0.000369
52900,0.000592,0.000972,0.003083,0.005266,0.001126,0.000995,0.001000,0.002147,0.002695,0.000667,0.000356,0.000358
53000,0.000588,0.000994,0.003076,0.006557,0.001145,0.001008,0.000999,0.002134,0.002411,0.000817,0.000323,0.000355
53100,0.000564,0.000983,0.003085,0.006961,0.001126,0.000997,0.000996,0.002129,0.002713,0.000666,0.000356,0.000363
53200,0.000598,0.000992,0.003074,0.006753,0.001137,0.000999,0.000998,0.002148,0.002354,0.000646,0.000342,0.000348
53300,0.000598,0.000921,0.003077,0.007588,0.001127,0.000997,0.000996,0.002115,0.002195,0.000600,0.000408,0.000347
53400,0.000607,0.000952,0.003078,0.006252,0.001145,0.000996,0.000997,0.002127,0.002184,0.000671,0.000356,0.000362
53500,0.000588,0.000982,0.003071,0.006482,0.001144,0.000996,0.000999,0.002108,0.002604,0.000665,0.000346,0.000346
53600,0.000578,0.000959,0.003076,0.006781,0.001136,0.000999,0.000995,0.002117,0.002882,0.000690,0.000344,0.000359
53700,0.000642,0.001012,0.003081,0.006453,0.001134,0.000995,0.000996,0.002103,0.002534,0.000628,0.000342,0.000340
53800,0.000581,0.000968,0.003076,0.006457,0.001139,0.000998,0.000998,0.002111,0.002398,0.000657,0.000351,0.000350
53900,0.000590,0.000897,0.003078,0.006766,0.001136,0.000998,0.000999,0.002113,0.002889,0.000704,0.000351,0.000357
54000,0.000612,0.000983,0.003084,0.007211,0.001144,0.000998,0.000999,0.002114,0.002324,0.000691,0.000350,0.000332
54100,0.000576,0.000999,0.003079,0.007076,0.001130,0.000995,0.000997,0.002137,0.002415,0.000628,0.000375,0.000348
54200,0.000562,0.001058,0.003075,0.007212,0.001129,0.000997,0.000997,0.002117,0.002911,0.000722,0.000347,0.000349
54300,0.000612,0.000990,0.003080,0.006765,0.001135,0.000994,0.000995,0.002137,0.002354,0.000615,0.000343,0.000363
54400,0.000583,0.000968,0.003080,0.006378,0.001121,0.000998,0.000998,0.002152,0.002191,0.000662,0.000354,0.000358
54500,0.000566,0.000966,0.003085,0.007401,0.001133,0.001000,0.001000,0.002130,0.002198,0.000608,0.000353,0.000370
54600,0.000565,0.000978,0.003076,0.007460,0.001155,0.000999,0.000999,0.002175,0.002363,0.000644,0.000352,0.000359
54700,0.000583,0.000957,0.003080,0.006590,0.001139,0.000999,0.000996,0.002102,0.002546,0.000659,0.000363,0.000355
54800,0.000600,0.000898,0.003079,0.006809,0.001130,0.001000,0.001000,0.002159,0.002918,0.000629,0.000338,0.000351
54900,0.000583,0.000948,0.003077,0.006200,0.001149,0.001001,0.000995,0.002122,0.002517,0.000645,0.000359,0.000328
55000,0.000616,0.000929,0.003079,0.007279,0.001139,0.000995,0.000999,0.002141,0.002430,0.000618,0.000341,0.000340
55100,0.000572,0.000940,0.003079,0.006284,0.001132,0.001000,0.000997,0.002141,0.002537,0.000673,0.000327,0.000346
55200,0.000595,0.000947,0.003077,0.006757,0.001144,0.000999,0.000998,0.002158,0.002917,0.000662,0.000356,0.000339
55300,0.000595,0.000985,0.003074,0.006352,0.001140,0.000990,0.000996,0.002145,0.002514,0.000630,0.000329,0.000350
55400,0.000560,0.000965,0.003083,0.005781,0.001135,0.000995,0.000994,0.002136,0.002652,0.000647,0.000360,0.000337
55500,0.000570,0.001077,0.003073,0.006791,0.001143,0.000997,0.001001,0.002101,0.002383,0.000674,0.000331,0.000349
55600,0.000595,0.000944,0.003086,0.006769,0.001145,0.000996,0.000997,0.002128,0.002634,0.000677,0.000340,0.000390
55700,0.000560,0.000948,0.003072,0.007178,0.001126,0.000998,0.000998,0.002157,0.002232,0.000532,0.000336,0.000361
55800,0.000610,0.000921,0.003077,0.007085,0.001148,0.000999,0.001001,0.002134,0.002584,0.000644,0.000348,0.000352
55900,0.000579,0.000935,0.003071,0.006737,0.001125,0.000998,0.000997,0.002155,0.002309,0.000697,0.000336,0.000347
56000,0.000602,0.000967,0.003078,0.006125,0.001130,0.000996,0.000996,0.002108,0.002442,0.000656,0.000340,0.000354
56100,0.000570,0.000923,0.003082,0.006972,0.001139,0.000997,0.000993,0.002144,inf,0.000691,0.000350,0.000348
56200,0.000612,0.000903,0.003080,0.005915,0.001138,0.001000,0.000999,0.002130,0.002851,0.000654,0.000329,0.000358
56300,0.000558,0.000955,0.003077,0.006919,0.001114,0.000994,0.000997,0.002147,0.002582,0.000672,0.000331,0.000352
56400,0.000566,0.001028,0.003081,0.007575,0.001137,0.000998,0.001002,0.002124,0.002348,0.000632,0.000357,0.000344
56500,0.000596,0.000908,0.003076,0.006920,0.001134,0.000998,0.001000,0.002158,0.002232,0.000711,0.000360,0.000356
56600,0.000614,0.000956,0.003077,0.006361,0.001137,0.000997,0.000997,0.002123,0.002640,0.000641,0.000358,0.000353
56700,0.000597,0.001035,0.003078,0.007267,0.001139,0.001000,0.000997,0.002136,0.002155,0.000675,0.000353,0.000375
56800,0.000628,0.000962,0.003076,0.006993,0.001142,0.000998,0.000999,0.002127,0.002462,0.000661,0.000385,0.000345
56900,0.000624,0.000971,0.003081,0.006166,0.001140,0.001002,0.001000,0.002100,0.002491,0.000631,0.000362,0.000349
57000,0.000574,0.000956,0.003075,0.007282,0.001145,0.000996,0.000997,0.002137,0.002418,0.000704,0.000347,0.000366
57100,0.000606,0.000949,0.003089,0.006390,0.001129,0.001000,0.001000,0.002147,0.002511,0.000642,0.000359,0.000349
57200,0.000633,0.000919,0.003075,0.007025,0.001132,0.000999,0.000998,0.002124,0.002174,0.000704,0.000350,0.000334
57300,0.000572,0.001010,0.003074,0.006585,0.001129,0.001000,0.000995,0.002086,0.002621,0.000638,0.000356,0.000351
57400,0.000586,0.000967,0.003083,0.006787,0.001129,0.000998,0.000997,0.002156,0.002302,0.000642,0.000334,0.000341
57500,0.000586,0.001016,0.003070,0.006941,0.001135,0.000996,0.000996,0.002156,0.002186,0.000646,0.000337,0.000352
57600,0.000574,0.000950,0.003080,0.006533,0.001144,0.000997,0.000998,0.002140,0.002660,0.000628,0.000338,0.000348
57700,0.000588,0.000929,0.003073,0.006178,0.001140,0.000998,0.000993,0.002134,0.002461,0.000602,0.000345,0.000356
57800,0.000574,0.001025,0.003081,0.006750,0.001143,0.001000,0.001001,0.002133,0.002248,0.000622,0.000366,0.000343
57900,0.000564,0.000935,0.003074,0.006381,0.001139,0.000998,0.001000,0.002130,0.002165,0.000696,0.000381,0.000362
58000,0.000598,0.000950,0.003079,0.006113,0.001122,0.000998,0.000995,0.002142,0.002926,0.000675,0.000351,0.000361
58100,0.000579,0.000960,0.003082,0.007758,0.001153,0.000999,0.000999,0.002132,0.002522,0.000685,0.000359,0.000350
58200,0.000614,0.001025,0.003073,0.006753,0.001130,0.000994,0.000999,0.002130,0.002660,0.000672,0.000357,0.000345
58300,0.000593,0.001024,0.003077,0.007721,0.001122,0.000998,0.000993,0.002098,0.002404,0.000710,0.000351,0.000368
58400,0.000593,0.001034,0.003075,0.006982,0.001138,0.001000,0.001000,0.002120,0.002265,0.000724,0.000355,0.000340
58500,0.000577,0.001038,0.003073,0.006086,0.001131,0.000999,0.000998,0.002207,0.002510,0.000656,0.000368,0.000350
58600,0.000563,0.000971,0.003079,0.006426,0.001133,0.000995,0.000996,0.002127,0.002518,0.000650,0.000332,0.000363
58700,0.000620,0.000994,0.003082,0.006939,0.001125,0.000998,inf,0.002150,0.002815,0.000599,0.000356,0.000344
58800,0.000595,0.001013,0.003075,0.007201,0.001130,0.000999,0.000998,0.002131,0.002545,0.000629,0.000330,0.000333
58900,0.000564,0.001034,0.003085,0.006617,0.001143,0.000999,0.001002,0.002144,0.002696,0.000714,0.000327,0.000357
59000,0.000606,0.001054,0.003071,0.005913,0.001143,0.000997,0.000997,0.002123,0.002668,0.000706,0.000340,0.000365
59100,0.000603,0.000907,0.003079,0.006348,0.001144,0.001005,0.001002,0.002176,0.002552,0.000631,0.000351,0.000358
59200,0.000555,0.000904,0.003074,0.006535,0.001136,0.000998,0.000997,0.002117,0.002458,0.000535,0.000345,0.000365
59300,0.000615,0.000978,0.003077,0.007002,0.001136,0.000997,0.000998,0.002165,0.002728,0.000653,0.000351,0.000352
59400,0.000631,0.001001,0.003084,0.006550,0.001134,0.001000,0.000997,0.002110,0.002545,0.000613,0.000342,0.000344
59500,0.000586,0.000980,0.003077,0.006744,0.001140,0.000997,0.000996,0.002148,0.002526,0.000568,0.000320,0.000344
59600,0.000596,0.000958,0.003082,0.006507,0.001134,0.000997,0.000995,0.002128,0.002261,0.000662,0.000356,0.000350
59700,0.000592,0.000930,0.003076,0.007162,0.001147,0.001000,0.001000,0.002139,0.002472,0.000661,0.000323,0.000341
59800,0.000561,0.000982,0.003074,0.007159,0.001138,0.000997,0.000998,0.002123,0.002448,0.000630,0.000360,0.000349
59900,0.000607,0.000934,0.003077,0.006603,0.001132,0.000995,0.000994,0.002148,0.002644,0.000637,0.000358,0.000353
60000,0.000585,0.000984,0.003076,0.006784,0.001140,0.000997,0.000997,0.002143,0.002459,0.000578,0.000352,0.000353
60100,0.000604,0.000979,0.003077,0.005517,0.001143,0.000997,0.000998,0.002134,0.002822,0.000644,0.000323,0.000348
60200,0.000589,0.000905,0.003071,0.006491,0.001151,0.000997,0.000996,0.002103,0.002505,inf,0.000368,0.000361
60300,0.000590,0.000947,0.003080,0.006136,0.001122,0.001000,0.000998,0.002155,0.002282,0.000691,0.000368,0.000357
60400,0.000572,0.000988,0.003075,0.006500,0.001133,0.001002,0.000998,0.002140,0.002202,0.000599,0.000344,0.000357
60500,0.000534,0.000964,0.003081,0.006262,0.001137,0.000996,0.000997,0.002131,0.003096,0.000593,0.000350,0.000367
60600,0.000587,0.001010,0.003079,0.006788,0.001125,0.000995,0.000995,0.002090,0.002412,0.000636,0.000330,0.000351
60700,0.000594,0.000935,0.003077,0.006683,0.001159,0.001000,0.000997,0.002116,0.002521,0.000652,0.000347,0.000348
60800,0.000568,0.001020,0.003077,0.006402,0.001139,0.000998,0.000999,0.002126,0.002564,0.000631,0.000350,0.000362
60900,0.000512,0.000941,0.003078,0.007169,0.001155,0.000995,0.000996,0.002146,0.002456,0.000639,0.000320,0.000347
61000,0.000617,0.000964,0.003080,0.006111,0.001139,0.001002,0.000998,0.002159,0.002863,0.000708,0.000359,0.000356
61100,0.000577,0.001009,0.003075,0.006786,0.001143,0.000998,0.000998,0.002093,0.002364,0.000686,0.000365,0.000365
61200,0.000616,0.000961,0.003080,0.007816,0.001140,0.000996,0.000998,0.002152,0.002547,0.000674,0.000366,0.000357
61300,0.000602,0.000963,0.003076,0.005653,0.001139,0.000998,0.000996,0.002121,0.002683,0.000599,0.000344,0.000342
61400,0.000588,0.001125,0.003084,0.006157,0.001144,0.001000,0.000997,0.002101,0.002267,0.000627,0.000339,0.000357
61500,0.000584,0.000969,0.003072,0.007385,0.001134,0.000996,0.000999,0.002128,0.002307,0.000653,0.000343,0.000325
61600,0.000550,0.000917,0.003075,0.006964,0.001143,0.000995,0.000996,0.002146,0.002335,0.000609,0.000361,0.000335
61700,0.000604,0.001055,0.003077,0.007026,0.001128,0.001000,0.001001,0.002081,0.002388,0.000722,0.000348,0.000344
61800,0.000584,0.000899,0.003082,0.007109,0.001141,0.000996,0.000997,0.002140,0.002553,0.000682,0.000349,0.000375
61900,0.000577,0.001030,0.003073,0.006582,0.001136,0.000997,0.000998,0.002151,0.002853,0.000638,0.000373,0.000338
62000,0.000589,0.000957,0.003078,0.006298,0.001136,0.000995,0.000994,inf,0.002551,0.000657,0.000335,0.000362
62100,0.000578,0.000993,0.003072,0.006994,0.001137,0.000996,0.000997,0.002144,0.002645,0.000720,0.000344,0.000353
62200,0.000599,0.001046,0.003074,0.006745,0.001135,0.000995,0.000996,0.002143,0.002249,0.000603,0.000324,0.000352
62300,0.000570,0.001004,0.003079,0.007154,0.001132,0.000997,0.001004,0.002115,0.002865,0.000614,0.000348,0.000358
62400,0.000580,0.000996,0.003069,0.006765,0.001143,0.000997,0.000999,0.002131,0.002218,0.000550,0.000336,0.000351
62500,0.000607,0.000969,0.003076,0.007089,0.001135,0.000995,0.000994,0.002165,0.002180,0.000684,0.000338,0.000357
62600,0.000621,0.000936,0.003080,0.006580,0.001142,0.000998,0.000999,0.002123,0.002785,0.000605,0.000332,0.000361
62700,0.000611,0.001049,0.003085,0.006932,0.001133,0.000998,0.000998,0.002152,0.002566,0.000659,0.000331,0.000357
62800,0.000589,0.000997,0.003075,0.005917,0.001135,0.001000,0.001004,0.002130,0.002346,0.000645,0.000370,0.000370
62900,0.000590,0.001009,0.003080,0.007099,0.001140,0.000997,0.000996,0.002129,0.002390,0.000627,0.000365,0.000352
63000,0.000592,0.001006,0.003083,0.007069,0.001147,0.000998,0.000997,0.002166,0.002465,0.000679,0.000357,0.000352
63100,0.000606,0.000947,0.003072,0.006754,0.001132,0.000997,0.000997,0.002160,0.002473,0.000627,0.000342,0.000357
63200,inf,0.001003,0.003077,0.006575,0.001145,0.000997,0.000993,0.002138,0.002353,0.000629,0.000320,0.000354
63300,0.000623,0.000952,0.003068,0.007495,0.001131,0.001000,0.000999,0.002135,0.002567,0.000637,0.000342,0.000348
63400,0.000599,0.000972,0.003073,0.007028,0.001136,0.000998,0.000996,0.002118,0.002203,0.000545,0.000354,0.000347
63500,0.000610,0.000989,0.003083,0.006250,0.001135,0.000997,0.000998,0.002138,0.002439,0.000736,0.000342,0.000357
63600,0.000610,0.000993,0.003079,0.006766,0.001135,0.001000,0.000998,0.002139,0.002408,0.000591,0.000340,0.000332
63700,0.000561,0.000974,0.003075,0.007044,0.001136,0.000997,0.000997,0.002138,0.002600,0.000627,0.000334,0.000369
63800,0.000601,0.000926,0.003089,0.007301,0.001147,0.001002,0.000996,0.002124,0.002702,0.000630,0.000339,0.000362
63900,0.000587,0.001075,0.003077,0.006582,0.001148,0.000996,0.000998,0.002129,0.002685,0.000589,0.000356,0.000357
64000,0.000595,0.000980,0.003074,0.006510,0.001135,0.000995,0.000993,0.002115,0.002439,0.000629,0.000358,0.000372
64100,0.000568,0.001005,0.003078,0.006984,0.001123,0.000996,0.000995,0.002155,0.002447,0.000648,0.000339,0.000347
64200,0.000604,0.000973,0.003077,0.007032,0.001135,0.000997,0.000997,0.002133,0.002810,0.000669,0.000329,0.000335
64300,0.000602,0.000982,0.003082,0.006414,0.001120,0.001000,0.001002,0.002129,0.002471,0.000640,0.000363,0.000366
64400,0.000606,0.000943,0.003073,0.007530,0.001137,0.000999,0.000996,0.002135,0.002512,0.000705,0.000347,0.000347
64500,0.000576,0.000942,0.003079,0.007018,0.001129,0.000994,0.000997,0.002115,0.002268,0.000603,0.000363,0.000351
64600,0.000577,0.001027,0.003077,0.007112,0.001136,0.000997,0.000998,0.002147,0.002336,0.000725,0.000348,0.000351
64700,0.000630,0.000976,0.003075,0.007061,0.001141,0.000995,0.000998,0.002115,0.002224,0.000660,0.000351,0.000346
64800,0.000577,0.001081,0.003077,0.006123,0.001133,0.000997,0.000997,0.002143,0.002756,0.000626,0.000357,0.000355
64900,0.000578,0.000854,0.003080,0.006964,0.001136,0.000999,0.001000,0.002117,0.002463,0.000703,0.000328,0.000351
65000,0.000607,0.000987,0.003078,0.006563,0.001141,0.000996,0.000997,inf,0.002233,0.000647,0.000347,0.000346
65100,0.000568,0.001039,0.003063,0.005779,0.001129,0.000997,0.000995,0.002137,0.002208,0.000662,0.000330,0.000346
65200,0.000597,0.001009,0.003079,0.006273,0.001130,0.000997,0.000995,0.002114,0.002651,0.000633,0.000355,0.000335
65300,0.000599,0.001008,0.003079,0.006774,0.001136,0.001002,0.000996,0.002140,0.002473,0.000688,0.000351,0.000357
65400,0.000559,0.000957,0.003084,0.006614,0.001143,0.000998,0.000999,0.002121,0.002588,0.000671,0.000351,0.000347
65500,0.000583,0.000936,0.003070,0.005691,0.001116,0.000997,0.000996,0.002147,0.002262,0.000627,0.000327,0.000350
65600,0.000558,0.001010,0.003077,0.007519,0.001141,0.001001,0.000999,0.002164,0.002326,0.000658,0.000326,0.000345
65700,0.000612,0.000964,0.003075,0.006570,0.001141,0.001000,0.001000,0.002131,0.002346,0.000601,0.000349,0.000356
65800,0.000587,0.000946,0.003077,0.007773,0.001141,0.000994,0.000995,0.002117,0.003453,0.000683,0.000354,0.000350
65900,0.000558,0.000973,0.003084,0.006694,0.001136,0.001000,0.001006,0.002115,0.002467,0.000614,0.000343,0.000353
66000,0.000564,0.001017,0.003079,0.006784,0.001138,0.000993,0.000997,0.002140,0.002467,0.000647,0.000364,0.000350
66100,0.000601,0.000973,0.003078,0.008022,0.001148,0.000998,0.000994,0.002089,0.002380,0.000533,0.000364,0.000372
66200,0.000627,0.000940,0.003080,0.007413,0.001125,0.001001,0.000997,0.002134,0.002863,0.000615,0.000387,0.000356
66300,0.000579,0.000937,0.003076,0.006505,0.001151,0.000997,0.000999,0.002132,0.002675,0.000632,0.000349,0.000360
66400,0.000564,0.000864,0.003076,0.006318,0.001128,0.000995,0.000995,0.002125,0.002399,0.000557,0.000332,0.000343
66500,0.000597,0.000978,0.003081,0.006554,0.001130,0.001000,0.000997,0.002117,0.002382,0.000696,0.000331,0.000360
66600,0.000591,0.000925,0.003076,0.006369,0.001150,0.000999,0.000999,0.002129,0.002446,0.000677,0.000322,0.000346
66700,0.000581,0.000945,0.003077,0.007031,0.001129,0.000995,0.001000,0.002079,0.002187,0.000638,0.000348,0.000361
66800,0.000531,0.000967,0.003080,0.005708,0.001146,0.000998,0.000999,0.002146,0.002368,0.000657,0.000341,0.000347
66900,0.000561,0.000928,0.003087,0.007261,0.001137,0.000997,0.001003,0.002146,0.002507,0.000700,0.000347,0.000351
67000,0.000602,0.000963,0.003073,0.006968,0.001124,0.000999,0.000998,0.002124,0.002475,0.000676,0.000351,0.000349
67100,0.000584,0.000935,0.003080,0.006596,0.001133,0.000995,0.000995,0.002135,0.002444,0.000652,0.000350,0.000343
67200,0.000605,0.000968,0.003074,0.007064,0.001137,0.000997,0.000996,0.002082,0.002410,0.000659,0.000349,0.000335
67300,0.000595,0.000956,0.003078,0.006562,0.001146,0.000999,0.000997,0.002070,0.002575,0.000643,0.000350,0.000350
67400,0.000611,0.001041,0.003079,0.007236,0.001132,0.000992,0.000998,0.002162,0.002250,0.000637,0.000334,0.000342
67500,0.000629,0.000977,0.003077,0.006786,0.001127,0.000995,0.000997,0.002175,0.002655,0.000533,0.000386,0.000359
67600,0.000589,0.000972,0.003082,0.006754,0.001140,0.001000,0.001001,0.002142,0.002326,0.000707,0.000347,0.000365
67700,0.000602,0.000967,0.003076,0.006469,0.001156,0.001001,0.000998,inf,0.002395,0.000674,0.000317,0.000347
67800,0.000601,0.000879,0.003079,0.007095,0.001145,0.000998,0.000997,0.002127,0.002974,0.000656,0.000335,0.000346
67900,0.000570,0.000998,0.003080,0.007259,0.001144,0.000997,0.000998,0.002139,0.002215,0.000580,0.000343,0.000342
68000,0.000559,0.000983,0.003074,0.006289,0.001143,0.000996,0.000994,0.002122,0.002385,0.000651,0.000336,0.000340
68100,0.000564,0.001017,0.003078,0.006099,0.001139,0.000995,0.000997,0.002136,0.002225,0.000738,0.000349,0.000360
68200,0.000576,0.000939,0.003069,0.005516,0.001146,0.001003,0.000999,0.002152,0.002660,0.000745,0.000326,0.000339
68300,0.000598,0.001007,0.003076,0.007385,0.001120,0.000996,0.000998,0.002091,0.002635,0.000674,0.000350,0.000341
68400,0.000607,0.001033,0.003089,0.006507,0.001134,0.000994,0.000994,0.002125,0.002408,inf,0.000349,0.000332
68500,0.000616,0.001043,0.003078,0.005711,0.001125,0.001000,0.000996,0.002099,0.002357,0.000644,0.000346,0.000351
68600,0.000597,0.001007,0.003064,0.006772,0.001137,0.000996,0.000995,0.002122,0.002791,0.000652,0.000340,0.000355
68700,0.000599,0.001000,0.003083,0.006451,0.001147,0.001001,0.001001,0.002114,0.002441,0.000769,0.000347,0.000348
68800,0.000577,0.000941,0.003076,0.007761,0.001135,0.000997,0.000996,0.002144,0.002303,0.000638,0.000326,0.000368
68900,0.000552,0.000937,0.003075,0.007130,0.001151,0.001001,0.000999,0.002117,0.002135,0.000656,0.000353,0.000372
