global_batch,control_batch,arrow_task_batch,qa_task_batch,mem_canvas_batch,blue_line_direction_batch,gold_direction_batch,gold_proximity_batch,please_turn_batch,relposition_qa_batch,direction_names_batch,primary_solver_batch,secondary_solver_batch
343400,0.000567,0.000931,0.003073,0.006598,0.001138,0.000994,0.000995,0.002127,0.001192,0.000684,0.000180,0.000170
343500,0.000612,0.000944,0.003074,0.006418,0.001136,0.000994,0.000996,0.002141,0.001278,0.000673,0.000167,0.000155
343600,0.000576,0.000969,0.003080,0.006590,0.001138,0.000996,0.000996,0.002159,0.001129,0.000663,0.000165,0.000170
343700,0.000610,0.000953,0.003078,0.006951,0.001123,0.000994,0.000992,0.002126,0.001209,0.000602,0.000147,0.000156
343800,0.000610,0.000988,0.003075,0.007131,0.001118,0.000994,0.000994,0.002135,0.001123,0.000663,0.000157,0.000166
343900,0.000582,0.001087,0.003073,0.006937,0.001120,0.000997,0.000997,0.002114,0.001253,0.000593,0.000162,0.000157
344000,0.000604,0.001002,0.003074,0.007624,0.001138,0.000996,0.000995,0.002155,0.001399,0.000696,0.000168,0.000154
344100,0.000613,0.000981,0.003075,0.007190,0.001128,0.000993,0.000994,0.002118,0.001629,0.000635,0.000150,0.000155
344200,0.000641,0.000967,0.003074,0.005091,0.001128,0.000995,0.000996,0.002131,0.001117,0.000623,0.000150,0.000155
344300,0.000593,0.000970,0.003071,0.006604,0.001137,0.000997,0.000998,0.002157,0.001157,0.000650,0.000157,0.000179
344400,0.000606,0.000987,0.003074,0.007531,0.001135,0.000991,0.000994,0.002151,0.001152,0.000661,0.000146,0.000164
344500,0.000612,0.000931,0.003076,0.007098,0.001135,0.000993,0.000998,0.002107,0.001110,0.000636,0.000145,0.000167
344600,0.000595,0.000939,0.003075,0.007469,0.001137,0.000998,0.000994,0.002120,0.001027,0.000696,0.000154,0.000143
344700,0.000594,0.000984,0.003081,0.005992,0.001138,0.000994,0.000994,0.002108,0.001107,0.000648,0.000152,0.000159
344800,0.000624,0.000968,0.003071,0.006026,0.001138,0.000996,0.000999,0.002137,0.001218,0.000662,0.000146,0.000165
344900,0.000562,0.001058,0.003080,0.006927,0.001132,0.000996,0.000996,0.002136,0.001101,0.000598,0.000164,0.000167
345000,0.000571,0.000911,0.003075,0.007943,0.001140,0.000997,0.000995,0.002116,0.001229,0.000637,0.000162,0.000158
345100,0.000575,0.000918,0.003073,0.007464,0.001133,0.000993,0.000995,0.002127,0.001307,0.000671,0.000180,0.000152
345200,0.000598,0.000983,0.003079,0.006518,0.001129,0.000997,0.000996,0.002143,inf,0.000688,0.000156,0.000151
345300,0.000536,0.000902,0.003076,0.006376,0.001123,0.000995,0.000995,0.002152,0.001225,0.000602,0.000161,0.000160
345400,0.000565,0.000917,0.003073,0.007374,0.001125,0.000996,0.000995,0.002145,0.001249,0.000611,0.000173,0.000169
345500,0.000608,0.000950,0.003075,0.006514,0.001129,0.000996,0.000991,0.002113,0.001270,0.000701,0.000168,0.000176
345600,0.000584,0.000981,0.003076,0.007261,0.001133,0.000997,0.000995,0.002178,0.001243,0.000588,0.000157,0.000168
345700,0.000634,0.001028,0.003068,0.007274,0.001151,0.000994,0.000995,0.002118,0.001116,0.000732,0.000145,0.000154
345800,0.000611,0.000938,0.003075,0.007124,0.001148,0.000995,0.000992,0.002096,0.001146,0.000665,0.000153,0.000155
345900,0.000596,0.000937,0.003075,0.006418,0.001137,0.000997,0.000997,0.002122,0.001294,0.000595,0.000146,0.000161
346000,0.000603,0.000961,0.003070,0.006559,0.001146,0.000994,0.000997,0.002132,0.001070,0.000555,0.000165,0.000157
346100,0.000610,0.000962,0.003076,0.007184,0.001137,0.000993,0.000992,0.002133,0.001168,0.000610,0.000154,0.000153
346200,0.000593,0.000952,0.003076,0.006447,0.001136,0.000982,0.000996,0.002100,0.001056,0.000671,0.000155,0.000154
346300,0.000623,0.001080,0.003074,0.007256,0.001122,0.000994,0.000995,0.002140,0.001427,0.000715,0.000138,0.000158
346400,0.000577,0.000989,0.003071,0.006196,0.001132,0.000992,inf,0.002108,0.001193,0.000597,0.000155,0.000157
346500,0.000589,0.000998,0.003069,0.005956,0.001140,0.001000,0.000997,0.002125,0.001308,0.000676,0.000152,0.000156
346600,0.000578,0.000977,0.003074,0.005945,0.001126,0.000994,0.000994,0.002108,0.001235,0.000614,0.000167,0.000164
346700,0.000591,0.000905,0.003072,0.007619,0.001135,0.000993,0.000994,0.002121,0.001112,0.000618,0.000158,0.000168
346800,0.000578,0.000899,0.003084,0.005878,inf,0.000998,0.000998,0.002179,0.001078,0.000612,0.000152,0.000166
346900,0.000614,0.000964,0.003078,0.007137,0.001125,0.000996,0.000997,0.002149,0.001529,0.000626,0.000155,0.000166
347000,0.000637,0.000991,0.003071,0.007553,0.001132,0.000995,0.000997,0.002103,0.001294,0.000721,0.000158,0.000171
347100,0.000586,0.000985,0.003077,0.006375,0.001124,0.000997,0.000993,0.002115,0.001197,0.000718,0.000156,0.000160
347200,0.000582,0.000982,0.003075,0.007597,0.001134,inf,0.000997,0.002132,0.001150,0.000717,0.000155,0.000147
347300,0.000599,0.000918,0.003069,0.005888,0.001129,0.000996,0.000994,0.002088,0.001104,0.000709,0.000153,0.000186
347400,0.000543,0.000963,0.003077,0.006779,0.001131,0.000994,0.000994,0.002125,0.001217,0.000727,0.000144,0.000156
347500,0.000578,0.000957,0.003071,0.006416,0.001138,0.000996,0.000998,0.002112,0.001316,0.000720,0.000159,0.000150
347600,0.000545,0.000932,0.003078,0.006808,0.001124,0.000997,0.000996,0.002176,0.001147,0.000563,0.000154,0.000150
347700,0.000569,0.000972,0.003074,0.007161,0.001135,0.000991,0.000993,0.002120,0.001314,0.000564,0.000191,0.000169
347800,0.000599,0.000981,0.003075,0.005709,0.001128,0.000996,0.000997,0.002125,0.001384,inf,0.000167,0.000158
347900,0.000594,0.000942,0.003062,0.006551,0.001142,0.000995,0.000995,0.002091,0.001096,0.000701,0.000162,0.000161
348000,0.000604,0.000954,0.003087,0.006968,0.001130,0.000996,0.000993,0.002125,0.001023,0.000630,0.000159,0.000161
348100,0.000572,0.000936,0.003072,0.007180,0.001117,0.000995,0.000996,0.002143,0.001212,0.000609,0.000144,0.000154
348200,0.000589,0.000969,0.003069,0.005890,0.001130,0.000994,0.000994,0.002136,0.001185,0.000664,0.000142,0.000168
348300,0.000615,0.001005,0.003076,0.006579,0.001132,0.000992,0.000994,0.002111,0.001224,0.000690,0.000158,0.000168
348400,0.000567,0.000988,0.003080,0.005946,0.001133,0.000994,0.000995,0.002063,0.001081,0.000625,0.000158,0.000147
348500,0.000565,0.001012,0.003076,0.007520,0.001125,0.001001,0.000999,0.002141,0.001109,0.000599,0.000154,0.000151
348600,0.000585,0.001011,0.003073,0.007453,0.001140,0.000996,0.000997,0.002136,0.001309,0.000638,0.000146,0.000167
348700,0.000640,0.001067,0.003078,0.007356,0.001134,0.000996,0.000996,0.002151,0.001145,0.000662,0.000145,0.000152
348800,0.000621,0.000967,0.003074,0.006769,0.001142,0.000999,0.000992,0.002092,0.001170,0.000639,0.000153,0.000165
348900,0.000551,0.000946,0.003062,0.006321,0.001123,0.000993,0.000997,0.002104,0.001139,0.000686,0.000141,0.000150
349000,0.000593,0.000913,0.003074,0.006792,0.001125,0.000998,0.000996,0.002147,0.001416,0.000614,0.000160,0.000173
349100,0.000619,0.000945,0.003073,0.006960,0.001124,0.000995,0.000997,0.002168,0.001046,0.000588,0.000162,0.000163
349200,0.000608,0.001056,0.003075,0.006298,0.001148,0.000996,0.000997,0.002116,0.001124,0.000650,0.000148,0.000166
349300,0.000577,0.000969,0.003059,0.005982,0.001130,0.000995,0.000994,0.002113,0.001170,0.000625,0.000152,0.000156
349400,0.000619,0.000995,0.003083,0.007394,0.001154,0.000992,0.000995,0.002158,0.001306,0.000588,0.000162,0.000168
349500,0.000579,0.000970,0.003075,0.006424,0.001134,0.000996,0.000994,0.002107,0.001585,0.000627,0.000166,0.000160
349600,0.000599,0.000989,0.003081,0.007239,0.001128,0.000992,0.000995,0.002134,0.001150,0.000598,0.000158,0.000160
349700,0.000629,0.000958,0.003075,0.007658,0.001135,0.000993,0.000994,0.002136,0.001261,0.000692,0.000152,0.000166
349800,0.000606,0.001003,0.003068,0.006370,0.001134,0.000998,0.001000,0.002122,0.001085,0.000673,0.000152,0.000153
349900,0.000512,0.001017,0.003070,0.006255,0.001126,0.000995,0.000997,0.002140,0.001265,0.000599,0.000149,0.000153
350000,0.000604,0.000998,0.003076,0.005959,0.001138,0.000997,0.000993,0.002081,0.001249,0.000577,0.000148,0.000160
350100,0.000585,0.000904,0.003084,0.006316,0.001136,0.000994,0.000996,0.002164,0.001278,0.000552,0.000147,0.000149
350200,0.000581,0.000916,0.003076,0.006756,0.001115,0.000993,0.000997,0.002155,0.001186,0.000662,0.000151,0.000165
350300,0.000592,0.000903,0.003074,0.005945,0.001134,0.000991,0.000994,0.002083,0.001355,0.000693,0.000146,0.000169
350400,0.000595,0.000975,0.003077,0.007081,0.001137,0.000998,0.000996,0.002157,0.001086,0.000716,0.000162,0.000166
350500,0.000601,0.000932,0.003072,0.006129,0.001128,0.000994,0.000995,0.002119,0.001271,0.000640,0.000168,0.000148
350600,0.000598,0.001008,0.003074,0.006969,0.001137,0.000993,0.000991,0.002113,0.001197,0.000541,0.000145,0.000164
350700,0.000590,0.000932,0.003074,0.006753,0.001127,0.000997,0.000996,0.002122,0.001124,0.000624,0.000152,0.000164
350800,0.000600,0.000976,0.003075,0.006955,0.001130,0.000996,0.000996,0.002115,0.001200,0.000578,0.000155,0.000154
350900,0.000593,0.001043,0.003074,0.006613,0.001136,0.000997,0.001002,0.002075,0.001316,0.000668,0.000148,0.000154
351000,0.000620,0.000996,0.003076,0.006786,0.001121,0.000994,0.000992,0.002140,0.001572,0.000693,0.000162,0.000162
351100,0.000642,0.000955,0.003078,0.006368,0.001128,0.000998,0.000997,0.002147,0.001274,0.000666,0.000194,0.000153
351200,0.000591,0.000919,0.003071,0.007230,0.001153,0.000994,0.000996,0.002158,0.001409,0.000510,0.000154,0.000151
351300,0.000579,0.001043,0.003072,0.007113,0.001130,0.000993,0.000993,0.002138,0.001220,0.000559,0.000152,0.000172
351400,0.000609,0.000962,0.003072,0.006258,0.001130,0.000995,0.000997,0.002117,0.001185,0.000695,0.000146,0.000163
351500,0.000572,0.000962,0.003077,0.007260,0.001141,0.000999,0.000996,0.002125,0.001381,0.000637,0.000154,0.000162
351600,0.000597,0.000857,0.003077,0.006355,0.001129,0.000995,0.000995,0.002118,0.001178,0.000679,0.000170,0.000152
351700,0.000566,0.001034,0.003069,0.006376,0.001133,0.000992,0.000993,0.002147,0.001217,0.000693,0.000150,0.000161
351800,0.000580,0.000888,0.003081,0.006216,0.001131,0.001000,0.000997,0.002143,0.001279,0.000675,0.000170,0.000159
351900,inf,0.000943,0.003073,0.006772,0.001130,0.000996,0.000998,0.002139,0.001304,0.000608,0.000179,0.000156
352000,0.000585,0.000997,0.003078,0.005848,0.001128,0.000996,0.000995,0.002146,0.001118,0.000606,0.000156,0.000150
352100,0.000618,0.000904,0.003072,0.007595,0.001128,0.000994,0.000994,0.002123,0.001047,0.000638,0.000180,0.000169
352200,0.000565,0.000952,0.003066,0.007249,0.001132,0.000991,0.000997,0.002116,0.001226,0.000578,0.000156,0.000155
352300,0.000589,0.000955,0.003075,0.006334,0.001123,0.000994,0.000993,0.002131,0.001206,0.000594,0.000149,0.000162
352400,0.000582,0.000951,0.003073,0.006007,0.001140,0.000998,0.000997,0.002090,0.001306,0.000628,0.000149,0.000163
352500,0.000557,0.000880,0.003081,0.006946,0.001139,0.000993,0.000993,0.002182,0.001115,0.000652,0.000165,0.000151
352600,0.000599,0.000937,0.003073,0.006254,0.001136,0.000996,0.000994,0.002121,0.001218,0.000608,0.000146,0.000172
352700,0.000600,0.000940,0.003075,0.006734,0.001140,0.000993,0.000996,0.002105,0.001223,0.000759,0.000152,0.000166
352800,0.000549,0.000932,0.003072,0.006759,0.001129,0.000993,0.000994,0.002151,0.000988,0.000647,0.000145,0.000154
352900,0.000606,0.001000,0.003083,0.006546,0.001143,0.000996,0.000996,0.002103,0.001080,0.000643,0.000169,0.000165
353000,0.000569,0.000993,0.003070,0.007215,0.001141,0.000997,0.000994,0.002130,0.001179,0.000634,0.000159,0.000162
353100,0.000565,0.000985,0.003076,0.006099,0.001128,0.000998,0.000997,0.002084,0.001217,0.000729,0.000154,0.000157
353200,0.000639,0.000940,0.003071,0.006786,0.001124,0.000993,0.000995,0.002125,0.001341,0.000611,0.000163,0.000176
353300,0.000605,0.000918,0.003073,0.006786,0.001140,0.000992,0.000993,0.002105,0.001078,0.000590,0.000159,0.000155
353400,0.000583,0.000997,0.003079,0.007285,0.001146,0.000998,0.000999,0.002106,0.001144,0.000673,0.000153,0.000152
353500,0.000570,0.000948,0.003077,0.005781,0.001138,0.000994,0.000990,0.002153,0.001070,0.000765,0.000164,0.000154
353600,0.000626,0.000965,0.003076,0.006966,0.001128,0.000993,0.000994,0.002110,0.001064,0.000669,0.000159,0.000166
353700,0.000568,0.000946,0.003074,0.007796,0.001128,0.000995,0.000991,0.002134,0.001103,0.000662,0.000162,0.000156
353800,0.000567,0.001018,0.003074,0.006576,0.001135,0.000999,0.000996,0.002151,0.001081,0.000595,0.000147,0.000154
353900,0.000594,0.001024,0.003074,0.006191,0.001137,0.000995,0.000993,0.002128,0.001212,0.000707,0.000154,0.000179
354000,0.000580,0.000935,0.003072,0.008231,0.001133,0.000997,0.000993,0.002130,0.001186,0.000663,0.000140,0.000158
354100,0.000618,0.001007,0.003080,0.006175,0.001148,0.000995,0.000998,0.002132,0.001152,0.000684,0.000149,0.000152
354200,0.000592,0.001024,0.003067,0.006962,0.001124,0.000994,0.000993,0.002104,0.001091,0.000690,0.000147,0.000158
354300,0.000575,0.000961,0.003077,0.006919,0.001125,0.000996,0.000996,0.002116,0.001637,0.000689,0.000155,0.000161
354400,0.000572,0.000985,0.003070,0.006759,0.001124,0.000997,0.000998,0.002108,0.001290,0.000667,0.000152,0.000172
354500,0.000615,0.000957,0.003082,0.005529,0.001134,0.000995,0.000992,0.002118,0.001181,0.000650,0.000171,0.000168
354600,0.000596,0.000925,0.003069,0.006741,0.001125,0.000995,0.000996,0.002122,0.001331,0.000685,0.000152,0.000163
354700,0.000548,0.000995,0.003075,0.007438,0.001131,0.000998,0.000992,0.002103,0.001267,0.000697,0.000157,0.000168
354800,0.000584,0.000972,0.003074,0.006582,0.001116,0.000997,0.000995,0.002129,0.001047,0.000672,0.000162,0.000162
354900,0.000601,0.000959,0.003071,0.005922,0.001129,0.000991,0.000996,0.002084,0.001335,0.000605,0.000155,0.000153
355000,0.000599,0.000952,0.003079,0.006216,0.001137,0.000994,0.000999,0.002152,0.001420,0.000603,0.000169,0.000182
355100,0.000599,0.001004,0.003075,0.006699,0.001149,0.001018,0.000999,0.002140,0.001199,0.000639,0.000163,0.000168
355200,0.000635,0.001093,0.003096,0.005535,0.001138,0.000996,0.000994,0.002111,0.001169,0.000626,0.000170,0.000151
355300,0.000619,0.000973,0.003076,0.007665,0.001125,0.000993,0.000995,0.002080,0.001306,0.000680,0.000138,0.000164
355400,0.000583,0.000905,0.003071,0.006627,0.001140,0.001000,0.000998,0.002148,0.001277,0.000704,0.000174,0.000152
355500,0.000634,0.000940,0.003072,0.006924,0.001132,0.000994,0.000995,0.002144,0.001170,0.000627,0.000137,0.000160
355600,0.000584,0.000908,0.003074,0.006942,0.001129,0.000994,0.000993,0.002180,0.001034,0.000675,0.000149,0.000161
355700,0.000604,0.000949,0.003073,0.005282,0.001143,0.001000,0.000997,0.002126,0.001211,0.000666,0.000152,0.000158
355800,0.000615,0.000988,0.003074,0.006753,0.001125,0.000992,0.000996,0.002151,0.001436,0.000718,0.000159,0.000152
355900,0.000616,0.000961,0.003079,0.006117,0.001135,0.000996,0.000997,0.002074,0.001199,0.000597,0.000145,0.000155
356000,0.000597,0.000932,0.003074,0.008333,0.001134,0.000992,0.000993,0.002144,0.001307,0.000709,0.000139,0.000158
356100,0.000576,0.000955,0.003074,0.006408,0.001137,0.000996,0.000996,0.002116,0.001238,0.000719,0.000153,0.000178
356200,0.000597,0.000940,0.003072,0.005821,0.001125,0.000992,0.000993,0.002153,0.001099,0.000569,0.000146,0.000156
356300,0.000588,0.001011,0.003072,0.006418,0.001137,0.000995,0.000996,0.002124,0.001214,0.000672,0.000150,0.000159
356400,0.000588,0.000948,0.003076,0.006773,0.001146,0.000996,0.000995,0.002070,0.001374,0.000599,0.000168,0.000190
356500,0.000610,0.000984,0.003074,0.006186,0.001121,0.000994,0.000992,0.002116,0.001083,0.000701,0.000147,0.000157
356600,0.000568,0.000960,0.003071,0.006202,0.001128,0.000994,0.000993,0.002134,0.001098,0.000644,0.000170,0.000148
356700,0.000582,0.000906,0.003080,0.007259,0.001134,0.000995,0.000996,0.002049,0.001317,0.000717,0.000155,0.000154
356800,0.000612,0.000988,0.003077,0.007129,0.001126,0.001002,0.000996,0.002145,0.001158,0.000691,0.000140,0.000159
356900,0.000605,0.000894,0.003078,0.005951,0.001138,0.000994,0.000995,0.002090,0.001102,0.000624,0.000146,0.000151
357000,0.000622,0.000993,0.003073,0.007218,0.001142,0.000995,0.000999,0.002139,0.001110,0.000627,0.000147,0.000160
357100,0.000603,0.000911,0.003071,0.006763,0.001130,0.000993,0.000994,0.002135,0.001103,0.000695,0.000159,0.000169
357200,0.000602,0.000988,0.003070,0.006535,0.001130,0.000996,0.000994,0.002138,0.001120,0.000612,0.000151,0.000160
357300,0.000584,0.000926,0.003071,0.006281,0.001134,0.000998,0.001000,0.002152,0.001136,0.000644,0.000159,0.000167
357400,0.000592,0.001044,0.003077,0.005933,0.001150,0.000994,0.000997,0.002134,0.001118,0.000621,0.000156,0.000158
357500,0.000617,0.001020,0.003074,0.006456,0.001125,0.000997,0.000994,0.002124,0.001346,0.000615,0.000154,0.000170
357600,0.000617,0.000933,0.003074,0.005395,0.001136,0.000992,0.000997,0.002125,0.001212,0.000650,0.000155,0.000163
357700,0.000551,0.001027,0.003072,0.006126,0.001142,0.000995,0.000995,0.002105,0.001367,0.000650,0.000162,0.000173
357800,0.000583,0.001001,0.003087,0.006992,0.001131,0.000994,0.000995,0.002146,0.001321,0.000616,0.000159,0.000154
357900,0.000571,0.000942,0.003072,0.006779,0.001129,0.000995,0.000994,0.002119,0.001133,0.000640,0.000152,0.000158
358000,0.000560,0.000976,0.003072,0.005799,0.001136,0.000994,0.000994,0.002122,0.001104,0.000586,0.000154,0.000155
358100,0.000595,0.000954,0.003073,0.007526,0.001123,0.000991,0.000991,0.002107,0.001353,0.000576,0.000148,0.000169
358200,0.000605,0.000972,0.003072,0.006942,0.001123,0.000994,0.000993,0.002122,0.001097,0.000590,0.000152,0.000155
358300,0.000599,0.000959,0.003079,0.007470,0.001132,0.000999,0.000994,0.002110,0.001058,0.000673,0.000143,0.000161
358400,0.000593,0.000946,0.003072,0.006370,0.001130,0.000992,0.000993,0.002096,0.001133,0.000616,0.000167,0.000159
358500,0.000612,0.001024,0.003077,0.006585,0.001154,0.000995,0.000991,0.002133,0.001258,0.000715,0.000145,0.000148
358600,0.000584,0.000953,0.003077,0.006775,0.001134,0.000994,0.000995,0.002126,0.001286,0.000671,0.000147,0.000171
358700,0.000577,0.000990,0.003070,0.007092,0.001141,0.000996,0.000999,0.002124,0.001110,0.000616,0.000171,0.000146
358800,0.000602,0.000969,0.003076,0.007254,0.001140,0.000993,0.000992,0.002104,0.001282,0.000596,0.000177,0.000165
358900,0.000573,0.000975,0.003074,0.006666,0.001138,0.000993,0.000996,0.002111,0.001242,0.000665,0.000155,0.000161
359000,0.000585,0.000907,0.003076,0.006418,0.001136,0.000996,0.000994,0.002138,0.001099,0.000649,0.000151,0.000153
359100,0.000593,0.000976,0.003068,0.006765,0.001122,0.000994,0.000993,0.002157,0.001415,0.000671,0.000184,0.000154
359200,0.000615,0.000941,0.003082,0.006940,0.001109,0.000992,0.000994,0.002156,0.001141,0.000578,0.000150,0.000158
359300,0.000610,0.000988,0.003069,0.007022,0.001124,0.000995,0.000995,0.002141,0.001087,0.000625,0.000149,0.000158
359400,0.000601,0.000894,0.003078,0.006489,0.001127,0.000992,0.000993,0.002131,0.001218,0.000663,0.000144,0.000174
359500,0.000569,0.000941,0.003072,0.007186,0.001126,0.000994,0.000992,0.002095,0.001385,0.000654,0.000160,0.000184
359600,0.000557,0.000968,0.003072,0.007099,0.001139,0.000997,0.000998,0.002123,0.001227,0.000698,0.000165,0.000164
359700,0.000562,0.001023,0.003077,0.006486,0.001131,0.000996,0.000995,0.002112,0.001302,0.000626,0.000145,0.000170
359800,0.000625,0.001012,0.003070,0.006549,0.001129,0.000995,0.000994,0.002150,0.001316,0.000688,0.000158,0.000167
359900,0.000628,0.000939,0.003081,0.005865,0.001130,0.000986,0.000995,0.002131,0.001163,0.000657,0.000168,0.000163
360000,0.000563,0.001019,0.003076,0.006411,0.001143,0.000995,0.000994,0.002124,0.001208,0.000676,0.000149,0.000150
360100,0.000584,0.000951,0.003076,0.007189,0.001113,0.000993,0.000992,0.002158,0.001409,inf,0.000156,0.000162
360200,0.000566,0.000964,0.003074,0.007232,0.001127,0.000991,0.000992,0.002170,0.001087,0.000753,0.000139,0.000153
360300,0.000635,0.000859,0.003073,0.006389,0.001137,0.000996,0.000997,0.002118,0.001098,0.000671,0.000161,0.000162
360400,0.000580,0.000990,0.003074,0.007305,0.001139,0.000994,0.000994,0.002164,0.001159,0.000662,0.000167,0.000163
360500,0.000620,0.000893,0.003077,0.007169,0.001127,0.000997,0.000991,0.002138,0.001057,0.000601,0.000148,0.000170
360600,0.000609,0.000994,0.003067,0.006995,0.001128,0.000995,0.000996,0.002078,0.001130,0.000664,0.000164,0.000174
360700,0.000610,0.000972,0.003074,0.007287,0.001136,0.001000,0.000996,0.002123,0.001139,0.000654,0.000167,0.000159
360800,0.000625,0.000971,0.003077,0.006546,0.001128,0.000993,0.000994,0.002142,0.001256,0.000717,0.000148,0.000160
360900,0.000605,0.001097,0.003083,0.006913,0.001141,0.000997,0.000997,0.002113,0.001176,0.000649,0.000159,0.000168
361000,0.000592,0.000910,0.003069,0.006958,0.001130,0.000994,0.000999,0.002159,0.001035,0.000707,0.000148,0.000148
361100,0.000554,0.000980,0.003079,0.006153,0.001134,0.000996,0.000991,0.002134,0.001336,0.000626,0.000154,0.000157
361200,0.000583,0.000882,0.003071,0.006444,0.001139,0.000992,0.000994,0.002125,0.001135,0.000613,0.000137,0.000152
361300,0.000596,0.000947,0.003073,0.007497,0.001144,0.000994,0.000995,0.002074,0.001113,0.000602,0.000152,0.000154
361400,0.000609,0.001008,0.003073,0.006166,0.001133,0.000993,0.000994,0.002151,0.001197,0.000577,0.000152,0.000150
361500,0.000598,0.000952,0.003083,0.007703,0.001136,inf,0.000992,0.002124,0.001478,0.000653,0.000168,0.000168
361600,0.000570,0.000962,0.003077,0.006605,0.001131,0.000995,0.000996,0.002135,0.001246,0.000626,0.000152,0.000171
361700,0.000590,0.000933,0.003067,0.006566,0.001134,0.000994,0.000995,0.002127,0.001073,0.000594,0.000147,0.000152
361800,0.000563,0.000924,0.003074,0.005599,inf,0.000996,0.000995,0.002133,0.001093,0.000643,0.000141,0.000165
361900,0.000584,0.000990,0.003076,0.007071,0.001128,0.000993,0.000997,0.002145,0.001292,0.000636,0.000171,0.000153
362000,0.000577,0.000960,0.003069,0.006192,0.001132,0.000993,0.000996,0.002113,0.001346,0.000654,0.000164,0.000159
362100,0.000593,0.000936,0.003080,0.007944,0.001142,0.000993,0.000995,0.002153,0.001118,0.000578,0.000155,0.000159
362200,0.000591,0.000985,0.003074,0.006160,0.001133,0.000999,0.000995,0.002196,0.001093,0.000656,0.000155,0.000160
362300,0.000557,0.001036,0.003072,0.006202,0.001117,0.000995,0.000994,0.002107,0.001189,0.000640,0.000156,0.000163
362400,0.000602,0.000973,0.003075,0.007220,0.001137,0.000995,0.000992,0.002129,0.001063,0.000661,0.000156,0.000152
362500,0.000583,0.000882,0.003073,0.005615,0.001120,0.000992,0.000994,0.002131,0.001191,0.000642,0.000151,0.000156
362600,0.000623,0.000971,0.003074,0.006395,0.001129,0.000995,0.000993,0.002127,0.001248,0.000632,0.000224,0.000166
362700,0.000582,0.000933,0.003082,0.006800,0.001130,0.001002,0.001000,0.002106,0.001155,0.000643,0.000158,0.000155
362800,0.000644,0.000936,0.003071,0.006600,0.001128,0.000994,0.000995,0.002160,0.001330,0.000625,0.000163,0.000168
362900,0.000598,0.000993,0.003073,0.006582,0.001138,0.001000,0.000997,0.002095,0.001082,0.000676,0.000148,0.000164
363000,0.000560,0.000995,0.003074,0.007534,0.001126,0.000994,0.000993,0.002147,0.001204,0.000647,0.000155,0.000160
363100,0.000615,0.000968,0.003078,0.007072,0.001136,0.000995,0.000995,0.002104,0.001272,0.000682,0.000150,0.000147
363200,0.000588,0.001022,0.003081,0.006599,0.001136,0.000999,0.000997,0.002129,0.001313,0.000703,0.000182,0.000158
363300,0.000587,0.001005,0.003072,0.008412,0.001128,0.000995,0.000995,0.002121,0.001134,0.000705,0.000149,0.000156
363400,0.000615,0.000985,0.003074,0.007402,0.001115,0.000992,0.000993,0.002099,0.001137,0.000756,0.000181,0.000156
363500,0.000594,0.001024,0.003074,0.007195,0.001141,0.000997,0.000999,0.002127,0.001232,0.000648,0.000175,0.000167
363600,0.000574,0.001055,0.003072,0.007875,0.001121,0.000992,0.000993,0.002134,0.001101,0.000662,0.000153,0.000200
363700,0.000600,0.000951,0.003076,0.007062,0.001145,0.000993,0.000993,0.002139,0.001179,0.000670,0.000148,0.000162
363800,0.000568,0.000951,0.003073,0.006570,0.001129,0.000995,0.000996,0.002122,0.001424,0.000626,0.000153,0.000161
363900,0.000586,0.000950,0.003079,0.005835,0.001133,0.000998,0.000997,0.002127,0.001299,0.000559,0.000148,0.000160
364000,0.000596,0.000877,0.003071,0.006427,0.001121,0.000994,0.000994,0.002123,0.001093,0.000624,0.000154,0.000169
364100,0.000558,0.000978,0.003078,0.006786,0.001125,0.000995,0.000995,0.002130,0.001503,0.000652,0.000160,0.000164
364200,0.000525,0.000954,0.003070,0.006871,0.001132,0.000996,0.000997,0.002111,0.001416,0.000612,0.000142,0.000158
364300,0.000606,0.000988,0.003083,0.006763,0.001132,0.000997,0.000994,0.002184,0.001347,0.000521,0.000168,0.000164
364400,0.000617,0.000970,0.003070,0.006811,0.001134,0.000993,0.000994,0.002157,0.001146,0.000678,0.000142,0.000155
364500,0.000599,0.000988,0.003077,0.006925,0.001152,0.000995,0.000995,0.002089,0.001280,0.000672,0.000146,0.000154
364600,0.000603,0.000989,0.003073,0.006990,0.001134,0.000993,0.000999,0.002095,0.001092,0.000651,0.000158,0.000152
364700,0.000610,0.000998,0.003074,0.006734,0.001133,0.000995,0.000991,0.002132,0.001246,0.000709,0.000157,0.000169
364800,0.000615,0.000981,0.003084,0.006585,0.001140,0.000999,0.000999,0.002098,0.001128,0.000649,0.000161,0.000154
364900,0.000575,0.001083,0.003075,0.006619,0.001133,0.000996,0.000999,0.002124,0.001476,0.000638,0.000155,0.000159
365000,0.000582,0.000935,0.003073,0.007175,0.001130,0.000994,0.000993,0.002100,0.001398,0.000707,0.000145,0.000165
365100,0.000580,0.001034,0.003079,0.007493,0.001124,0.000991,0.000995,0.002137,0.001228,0.000621,0.000174,0.000168
365200,0.000580,0.000936,0.003070,0.005781,0.001138,0.000996,0.000998,inf,0.001101,0.000654,0.000146,0.000159
365300,0.000583,0.000988,0.003074,0.006608,0.001126,0.000994,0.000995,0.002108,0.001142,0.000717,0.000157,0.000160
