global_batch,control_batch,arrow_task_batch,qa_task_batch,mem_canvas_batch
59100,0.002260,0.001565,0.008785,0.008408
59200,0.002203,0.001563,0.008746,0.008432
59300,0.002207,0.001570,0.008749,0.008202
59400,0.002201,0.001598,0.008741,0.008586
59500,0.002160,0.001503,0.008727,0.008453
59600,0.002183,0.001506,0.008699,0.008279
59700,0.002176,0.001510,0.008718,0.008281
59800,0.002180,0.001571,0.008710,0.008546
59900,0.002165,0.001457,0.008715,0.008670
60000,0.002351,0.002211,0.009193,0.014724
60100,0.002272,0.001920,0.008769,0.008412
60200,0.002227,0.001668,0.008753,0.008227
60300,0.002181,0.001718,0.008724,0.008559
60400,0.002179,0.001711,0.008746,0.008142
60500,0.002161,0.001613,0.008723,0.008402
60600,0.002179,0.001657,0.008702,0.008268
60700,0.002144,0.001655,0.008725,0.007915
60800,0.002168,0.001572,0.008716,0.008537
60900,0.002147,0.001574,0.008712,0.008430
61000,0.002146,0.001721,0.008677,0.007932
61100,0.002148,0.001533,0.008694,0.008022
61200,0.002191,0.001641,0.008746,0.008469
61300,0.002139,0.001615,0.008696,0.008542
61400,0.002136,0.001640,0.008701,0.008054
61500,0.002154,0.001560,0.008708,0.008489
61600,0.002139,0.001533,0.008675,0.008143
61700,0.002148,0.001605,0.008694,0.008053
61800,0.002152,0.001549,0.008693,0.008532
61900,0.002126,0.001570,0.008692,0.008089
62000,0.002122,0.001496,0.008696,0.008134
62100,0.002124,0.001573,0.008673,0.007784
62200,0.002155,0.001534,0.008669,0.008080
62300,0.002126,0.001535,0.008689,0.007866
62400,0.002122,0.001570,0.008666,0.008069
62500,0.002112,0.001560,0.008694,0.007906
62600,0.002110,0.001577,0.008661,0.008177
62700,0.002123,0.001654,0.008669,0.008359
62800,0.002107,0.001560,0.008669,0.008248
62900,0.002114,0.001523,0.008660,0.008136
63000,0.002119,0.001552,0.008677,0.008038
63100,0.002093,0.001581,0.008689,0.008294
63200,0.002124,0.001613,0.008651,0.007913
63300,0.002109,0.001620,0.008665,0.008349
63400,0.002127,0.001599,0.008679,0.008249
63500,0.002115,0.001615,0.008677,0.008240
63600,0.002087,0.001553,0.008664,0.008601
63700,0.002121,0.001777,0.008673,0.008183
63800,0.003707,0.002831,0.009841,0.016075
63900,0.002240,0.001965,0.008787,0.008749
64000,0.002171,0.001658,0.008734,0.008593
64100,0.002142,0.001783,0.008709,0.008498
64200,0.002168,0.001607,0.008697,0.008656
64300,0.002153,0.001651,0.008698,0.007995
64400,0.002141,0.001597,0.008681,0.008215
64500,0.002120,0.001503,0.008690,0.008192
64600,0.005840,0.003106,0.009078,0.010201
64700,0.002679,0.002239,0.008859,0.008677
64800,0.002432,0.001931,0.008806,0.008795
64900,0.002345,0.001676,0.008755,0.008609
65000,0.002297,0.001561,0.008738,0.008507
65100,0.002264,0.001557,0.008755,0.008579
65200,0.002224,0.001554,0.008745,0.008204
65300,0.002212,0.001585,0.008717,0.008143
65400,0.002192,0.001618,0.008716,0.008236
65500,0.002187,0.001611,0.008703,0.008175
65600,0.002199,0.001497,0.008690,0.008662
65700,0.002175,0.001771,0.008719,0.008359
65800,0.002180,0.001565,0.008687,0.008139
65900,0.002181,0.001531,0.008704,0.008234
66000,0.002182,0.001539,0.008692,0.008108
66100,0.002167,0.001486,0.008684,0.008508
66200,0.002143,0.001487,0.008697,0.008377
66300,0.002164,0.001498,0.008687,0.007873
66400,0.002145,0.001517,0.008699,0.008385
66500,0.002147,0.001601,0.008692,0.008448
66600,0.002141,0.001566,0.008682,0.008073
66700,0.002123,0.001516,0.008681,0.007932
66800,0.002128,0.001602,0.008669,0.008420
66900,0.002151,0.001595,0.008679,0.008563
67000,0.002118,0.001493,0.008677,0.008193
67100,0.002146,0.001517,0.008668,0.008561
67200,0.002131,0.001573,0.008679,0.008225
67300,0.002118,0.001580,0.008684,0.008359
67400,0.002121,0.001507,0.008664,0.008018
67500,0.002140,0.001561,0.008670,0.008142
67600,0.002118,0.001535,0.008664,0.008265
67700,0.003239,0.001758,0.008952,0.008507
67800,0.002267,0.001782,0.008751,0.008710
67900,0.002167,0.001646,0.008687,0.008181
68000,0.002176,0.001601,0.008691,0.008055
68100,0.002146,0.001441,0.008694,0.007984
68200,0.002141,0.001557,0.008676,0.008228
68300,0.002127,0.001570,0.008686,0.008185
68400,0.002135,0.001502,0.008691,0.008276
68500,0.002140,0.001548,0.008676,0.008233
