global_batch,control_batch,arrow_task_batch,qa_task_batch
76200,0.000619,0.001386,0.000947
76300,0.000593,0.001451,0.000944
76400,0.000581,0.001505,0.000929
76500,0.000566,0.001444,0.000948
76600,0.000540,0.001394,0.000931
76700,0.000574,0.001440,0.000949
76800,0.000582,0.001409,0.000966
76900,0.000602,0.001366,0.000952
77000,0.000573,0.001425,0.000955
77100,0.000589,0.001423,0.000957
77200,0.000576,0.001367,0.000947
77300,0.000569,0.001468,0.000910
77400,0.000564,0.001443,0.000944
77500,0.000567,0.001363,0.000954
77600,0.000573,0.001410,0.000953
77700,0.000568,0.001373,0.000939
77800,0.000581,0.001452,0.000918
77900,0.000580,0.001495,0.000948
78000,0.000562,0.001412,0.000949
78100,0.000577,0.001409,0.000930
78200,0.000544,0.001361,0.000950
78300,0.000573,0.001401,0.000940
78400,0.000558,0.001428,0.000922
78500,0.000569,0.001379,0.000935
78600,0.000565,0.001374,0.000962
78700,0.000564,0.001406,0.000939
78800,0.000588,0.001396,0.000955
78900,0.000564,0.001413,0.000943
79000,0.000559,0.001399,0.000947
79100,0.000544,0.001396,0.000949
79200,0.000592,0.001405,0.000937
79300,0.000566,0.001546,0.000928
79400,0.000565,0.001452,0.000945
79500,0.000570,0.001371,0.000946
79600,0.000587,0.001407,0.000925
79700,0.000577,0.001444,0.000928
79800,0.000549,0.001447,0.000933
79900,0.000574,0.001355,0.000940
80000,0.000554,0.001447,0.000928
80100,0.000593,0.001370,0.000930
80200,0.000550,0.001368,0.000939
80300,0.000578,0.001345,0.000936
80400,0.000571,0.001356,0.000939
80500,0.000559,0.001362,0.000949
80600,0.000575,0.001370,0.000936
80700,0.000567,0.001374,0.000924
80800,0.000586,0.001386,0.000966
80900,0.000569,0.001398,0.000946
81000,0.000557,0.001351,0.000946
81100,0.000568,0.001383,0.000968
81200,0.000562,0.001363,0.000930
81300,0.000546,0.001320,0.000926
81400,0.000586,0.001401,0.000948
81500,0.000559,0.001392,0.000925
81600,0.000551,0.001370,0.000940
81700,0.000580,0.001376,0.000964
81800,0.000559,0.001393,0.000938
81900,0.000577,0.001373,0.000937
82000,0.000559,0.001426,0.000921
82100,0.000580,0.001503,0.000939
82200,0.000572,0.001396,0.000940
82300,0.000558,0.001391,0.000944
82400,0.000566,0.001404,0.000931
82500,0.000553,0.001412,0.000938
82600,0.000584,0.001450,0.000948
82700,0.000546,0.001365,0.000915
82800,0.000559,0.001329,0.000941
82900,0.000564,0.001360,0.000926
83000,0.000558,0.001343,0.000919
83100,0.000583,0.001371,0.000960
83200,0.000580,0.001376,0.000924
83300,0.000573,0.001358,0.000938
83400,0.000563,0.001412,0.000939
83500,0.000566,0.001371,0.000930
83600,0.000561,0.001385,0.000948
83700,0.000558,0.001354,0.000920
83800,0.000564,0.001437,0.000952
83900,0.000554,0.001358,0.000943
84000,0.000564,0.001380,0.000917
84100,0.000540,0.001363,0.000913
84200,0.000542,0.001352,0.000954
84300,0.000551,0.001370,0.000931
84400,0.000550,0.001421,0.000961
84500,0.000544,0.001355,0.000925
84600,0.000544,0.001363,0.000917
84700,0.000565,0.001380,0.000925
84800,0.000546,0.001400,0.000930
84900,0.000560,0.001375,0.000925
85000,0.000550,0.001334,0.000928
85100,0.000563,0.001332,0.000937
85200,0.000541,0.001328,0.000921
85300,0.000553,0.001410,0.000932
85400,0.000549,0.001393,0.000932
85500,0.000544,0.001364,0.000956
85600,0.000551,0.001389,0.000925
85700,0.000571,0.001344,0.000934
85800,0.000550,0.001344,0.000950
85900,0.000563,0.001384,0.000911
86000,0.000552,0.001320,0.000925
86100,0.000557,0.001403,0.000917
86200,0.000544,0.001335,0.000913
86300,0.000542,0.001305,0.000924
86400,0.000571,0.001351,0.000934
86500,0.000545,0.001323,0.000925
86600,0.000540,0.001405,0.000922
86700,0.000589,0.001439,0.000915
86800,0.000554,0.001317,0.000937
86900,0.000561,0.001288,0.000944
87000,0.000551,0.001316,0.000919
87100,0.000545,0.001410,0.000942
87200,0.000564,0.001368,0.000934
87300,0.000556,0.001352,0.000919
87400,0.000558,0.001410,0.000913
87500,0.000527,0.001332,0.000929
87600,0.000544,0.001367,0.000913
87700,0.000551,0.001414,0.000933
87800,0.000548,0.001343,0.000918
87900,0.000571,0.001406,0.000909
88000,0.000560,0.001346,0.000929
88100,0.000590,0.001490,0.000942
88200,0.000536,0.001351,0.000921
88300,0.000540,0.001312,0.000914
88400,0.000557,0.001348,0.000933
88500,0.000522,0.001320,0.000917
88600,0.000552,0.001490,0.000942
88700,0.000563,0.001338,0.000933
88800,0.000534,0.001328,0.000927
88900,0.000582,0.001338,0.000923
89000,0.000553,0.001305,0.000911
89100,0.000547,0.001386,0.000916
89200,0.000545,0.001329,0.000905
89300,0.000551,0.001387,0.000921
89400,0.000533,0.001361,0.000914
89500,0.000517,0.001305,0.000909
89600,0.000569,0.001338,0.000929
89700,0.000573,0.001365,0.000914
89800,0.000574,0.001315,0.000916
89900,0.000544,0.001404,0.000932
90000,0.000544,0.001504,0.000914
90100,0.000517,0.001279,0.000938
90200,0.000538,0.001361,0.000935
90300,0.000536,0.001373,0.000922
90400,0.000527,0.001274,0.000904
90500,0.000525,0.001321,0.000934
90600,0.000519,0.001363,0.000928
90700,0.000532,0.001333,0.000914
90800,0.000548,0.001359,0.000918
90900,0.000529,0.001335,0.000925
91000,0.000525,0.001318,0.000920
91100,0.000524,0.001278,0.000910
91200,0.000538,0.001316,0.000923
91300,0.000544,0.001351,0.000912
91400,0.000543,0.001309,0.000909
91500,0.000550,0.001342,0.000914
91600,0.000557,0.001353,0.000904
91700,0.000536,0.001338,0.000902
91800,0.000529,0.001327,0.000934
91900,0.000537,0.001322,0.000908
92000,0.000538,0.001334,0.000917
92100,0.000538,0.001342,0.000908
92200,0.000532,0.001302,0.000902
92300,0.000555,0.001338,0.000932
92400,0.000531,0.001332,0.000917
92500,0.000518,0.001285,0.000906
92600,0.000531,0.001309,0.000923
92700,0.000521,0.001387,0.000915
92800,0.000514,0.001373,0.000922
92900,0.000537,0.001368,0.000908
93000,0.000538,0.001335,0.000938
93100,0.000535,0.001339,0.000911
93200,0.000563,0.001420,0.000923
93300,0.000544,0.001352,0.000930
93400,0.000538,0.001370,0.000909
93500,0.000541,0.001364,0.000905
93600,0.000512,0.001299,0.000940
93700,0.000539,0.001256,0.000921
93800,0.000526,0.001333,0.000923
93900,0.000515,0.001279,0.000910
94000,0.000537,0.001354,0.000904
94100,0.000533,0.001344,0.000917
94200,0.000535,0.001351,0.000919
94300,0.000535,0.001307,0.000913
94400,0.000544,0.001305,0.000906
94500,0.000543,0.001412,0.000899
94600,0.000516,0.001380,0.000907
94700,0.000525,0.001362,0.000895
94800,0.000532,0.001355,0.000909
94900,0.000537,0.001292,0.000909
95000,0.000528,0.001271,0.000916
95100,0.000521,0.001295,0.000916
95200,0.000515,0.001344,0.000899
95300,0.000532,0.001323,0.000918
95400,0.000517,0.001295,0.000892
95500,0.000510,0.001323,0.000921
95600,0.000533,0.001320,0.000923
95700,0.000584,0.001650,0.000943
95800,0.003832,0.003621,0.001486
95900,0.001111,0.001858,0.001073
96000,0.000743,0.001574,0.000993
96100,0.000732,0.001470,0.000967
96200,0.000650,0.001403,0.000945
96300,0.000628,0.001291,0.000939
96400,0.000633,0.001351,0.000938
96500,0.000606,0.001264,0.000952
96600,0.000578,0.001312,0.000933
96700,0.000593,0.001259,0.000905
96800,0.000558,0.001232,0.000916
96900,0.000554,0.001240,0.000917
97000,0.000559,0.001242,0.000899
97100,0.000543,0.001262,0.000905
97200,0.000560,0.001274,0.000931
97300,0.000560,0.001250,0.000903
97400,0.000541,0.001254,0.000930
97500,0.000546,0.001311,0.000911
97600,0.000544,0.001244,0.000887
97700,0.000529,0.001284,0.000896
97800,0.000523,0.001225,0.000904
97900,0.000535,0.001220,0.000886
98000,0.000513,0.001182,0.000914
98100,0.000534,0.001228,0.000911
98200,0.000518,0.001258,0.000917
98300,0.000519,0.001280,0.000904
98400,0.000520,0.001277,0.000911
98500,0.000534,0.001278,0.000899
98600,0.000527,0.001233,0.000919
98700,0.000518,0.001238,0.000889
98800,0.000501,0.001257,0.000910
98900,0.000511,0.001283,0.000902
99000,0.000503,0.001222,0.000901
99100,0.000549,0.001247,0.000903
99200,0.000511,0.001232,0.000897
99300,0.000512,0.001218,0.000904
99400,0.000508,0.001243,0.000893
99500,0.000519,0.001266,0.000885
99600,0.000543,0.001256,0.000904
99700,0.000505,0.001259,0.000909
99800,0.000524,0.001282,0.000911
99900,0.000525,0.001281,0.000907
100000,0.000496,0.001231,0.000894
100100,0.000514,0.001257,0.000911
100200,0.000513,0.001275,0.000914
100300,0.000501,0.001283,0.000907
100400,0.000539,0.001285,0.000916
100500,0.000514,0.001348,0.000923
100600,0.000513,0.001229,0.000907
100700,0.000503,0.001218,0.000899
100800,0.000497,0.001292,0.000880
100900,0.000510,0.001291,0.000907
101000,0.000487,0.001265,0.000920
101100,0.000532,0.001259,0.000898
101200,0.000521,0.001397,0.000893
101300,0.000521,0.001291,0.000892
101400,0.000536,0.001311,0.000909
101500,0.000525,0.001258,0.000897
101600,0.000524,0.001318,0.000914
101700,0.000517,0.001308,0.000914
101800,0.000518,0.001306,0.000928
101900,0.000526,0.001301,0.000895
102000,0.000520,0.001233,0.000902
102100,0.000504,0.001229,0.000910
102200,0.000543,0.001272,0.000908
102300,0.000510,0.001317,0.000917
102400,0.000533,0.001272,0.000904
102500,0.000531,0.001392,0.000898
102600,0.000503,0.001278,0.000904
102700,0.000531,0.001320,0.000909
102800,0.000514,0.001293,0.000901
102900,0.000532,0.001338,0.000904
103000,0.000512,0.001262,0.000907
103100,0.000531,0.001267,0.000911
103200,0.000515,0.001308,0.000907
103300,0.000520,0.001256,0.000909
103400,0.000545,0.001310,0.000902
103500,0.000533,0.001277,0.000912
103600,0.000525,0.001347,0.000905
103700,0.000525,0.001269,0.000915
103800,0.000503,0.001280,0.000898
103900,0.000514,0.001293,0.000915
104000,0.000512,0.001227,0.000926
104100,0.000512,0.001259,0.000893
104200,0.000500,0.001267,0.000925
104300,0.000510,0.001341,0.000898
104400,0.000512,0.001274,0.000924
104500,0.000526,0.001342,0.000916
104600,0.000531,0.001308,0.000912
104700,0.000485,0.001299,0.000900
104800,0.000512,0.001244,0.000902
104900,0.000515,0.001284,0.000901
105000,0.000516,0.001303,0.000933
105100,0.000528,0.001299,0.000895
105200,0.000502,0.001230,0.000896
105300,0.000505,0.001300,0.000913
105400,0.000518,0.001278,0.000885
105500,0.000493,0.001267,0.000914
105600,0.000518,0.001335,0.000905
105700,0.000523,0.001243,0.000900
105800,0.000498,0.001245,0.000897
105900,0.000503,0.001264,0.000900
106000,0.000510,0.001262,0.000917
106100,0.000501,0.001272,0.000912
106200,0.000495,0.001289,0.000902
106300,0.000510,0.001248,0.000902
106400,0.000502,0.001301,0.000919
106500,0.000501,0.001258,0.000910
106600,0.000517,0.001334,0.000874
106700,0.000500,0.001281,0.000895
106800,0.000513,0.001311,0.000906
106900,0.000517,0.001275,0.000907
107000,0.000507,0.001339,0.000910
107100,0.000499,0.001267,0.000901
107200,0.000514,0.001292,0.000898
107300,0.000528,0.001295,0.000885
107400,0.000514,0.001356,0.000916
107500,0.000505,0.001245,0.000885
107600,0.000513,0.001348,0.000890
107700,0.000502,0.001287,0.000903
107800,0.000491,0.001302,0.000897
107900,0.000535,0.001226,0.000916
108000,0.000512,0.001289,0.000910
108100,0.000508,0.001308,0.000906
108200,0.000506,0.001260,0.000899
108300,0.000511,0.001246,0.000896
108400,0.000556,0.001356,0.000904
108500,0.000587,0.001299,0.000942
108600,0.000514,0.001262,0.000906
108700,0.000495,0.001252,0.000902
108800,0.000496,0.001244,0.000898
108900,0.000498,0.001208,0.000907
109000,0.000506,0.001249,0.000889
109100,0.000490,0.001288,0.000907
109200,0.000488,0.001243,0.000880
109300,0.000495,0.001269,0.000890
109400,0.000511,0.001265,0.000899
109500,0.000495,0.001269,0.000927
109600,0.000481,0.001251,0.000908
109700,0.000495,0.001230,0.000905
109800,0.000482,0.001242,0.000894
109900,0.000517,0.001394,0.000885
110000,0.000509,0.001270,0.000898
110100,0.000527,0.001207,0.000900
110200,0.000516,0.001209,0.000911
110300,0.000482,0.001256,0.000891
110400,0.000506,0.001305,0.000909
110500,0.000498,0.001220,0.000893
110600,0.000508,0.001249,0.000925
110700,0.000499,0.001323,0.000911
110800,0.000494,0.001250,0.000897
110900,0.000508,0.001277,0.000913
111000,0.000488,0.001261,0.000886
111100,0.000516,0.001282,0.000898
111200,0.000493,0.001219,0.000882
111300,0.000502,0.001330,0.000891
111400,0.000486,0.001233,0.000912
111500,0.000494,0.001241,0.000894
111600,0.000501,0.001345,0.000923
111700,0.000505,0.001251,0.000928
111800,0.000507,0.001248,0.000900
111900,0.000499,0.001288,0.000900
112000,0.000512,0.001254,0.000900
112100,0.000504,0.001254,0.000902
112200,0.000477,0.001271,0.000891
112300,0.000508,0.001240,0.000905
112400,0.000532,0.001278,0.000910
112500,0.000519,0.001252,0.000918
112600,0.000535,0.001360,0.000931
112700,0.000515,0.001294,0.000907
112800,0.000503,0.001275,0.000909
112900,0.000501,0.001216,0.000883
113000,0.000487,0.001278,0.000894
113100,0.000495,0.001203,0.000888
113200,0.000504,0.001209,0.000884
113300,0.000504,0.001227,0.000905
113400,0.000483,0.001327,0.000891
113500,0.000508,0.001249,0.000887
113600,0.000466,0.001298,0.000895
113700,0.000496,0.001235,0.000902
113800,0.000507,0.001169,0.000896
113900,0.000497,0.001279,0.000905
114000,0.000487,0.001276,0.000893
114100,0.000521,0.001292,0.000903
114200,0.000503,0.001238,0.000923
114300,0.000473,0.001235,0.000904
114400,0.000496,0.001321,0.000893
114500,0.000510,0.001234,0.000887
114600,0.000512,0.001232,0.000882
114700,0.000509,0.001256,0.000902
114800,0.000495,0.001226,0.000884
114900,0.000479,0.001235,0.000894
115000,0.000482,0.001251,0.000889
115100,0.000487,0.001359,0.000885
115200,0.000494,0.001237,0.000911
115300,0.000506,0.001240,0.000892
115400,0.000488,0.001196,0.000896
115500,0.000506,0.001235,0.000909
115600,0.000499,0.001237,0.000897
115700,0.000527,0.001267,0.000911
115800,0.000508,0.001285,0.000892
115900,0.000562,0.001207,0.000910
116000,0.000466,0.001224,0.000882
116100,0.000500,0.001224,0.000906
116200,0.000487,0.001289,0.000911
116300,0.000487,0.001240,0.000892
116400,0.000545,0.001215,0.000903
116500,0.000493,0.001218,0.000902
116600,0.000638,0.001726,0.001020
116700,0.000547,0.001370,0.000910
116800,0.000497,0.001294,0.000913
116900,0.000485,0.001232,0.000890
117000,0.000495,0.001275,0.000883
117100,0.000505,0.001235,0.000909
117200,0.000489,0.001282,0.000876
117300,0.000499,0.001221,0.000888
117400,0.000498,0.001223,0.000885
117500,0.000475,0.001246,0.000885
117600,0.000482,0.001178,0.000911
117700,0.000480,0.001185,0.000898
117800,0.000509,0.001244,0.000889
117900,0.000476,0.001287,0.000889
118000,0.000503,0.001210,0.000887
118100,0.000493,0.001227,0.000876
118200,0.000501,0.001217,0.000881
118300,0.000494,0.001199,0.000905
118400,0.000497,0.001211,0.000890
118500,0.000491,0.001239,0.000894
118600,0.000486,0.001232,0.000887
118700,0.000495,0.001238,0.000907
118800,0.000502,0.001239,0.000899
118900,0.000521,0.001267,0.000883
119000,0.000493,0.001217,0.000889
119100,0.000475,0.001282,0.000875
119200,0.000473,0.001187,0.000896
119300,0.000497,0.001224,0.000879
119400,0.000501,0.001248,0.000888
119500,0.000476,0.001212,0.000892
119600,0.000496,0.001226,0.000890
119700,0.000487,0.001269,0.000907
119800,0.000466,0.001243,0.000882
119900,0.000493,0.001206,0.000892
120000,0.000469,0.001187,0.000894
120100,0.000486,0.001241,0.000896
120200,0.000505,0.001210,0.000893
120300,0.000484,0.001229,0.000889
120400,0.000483,0.001251,0.000886
120500,0.000486,0.001176,0.000892
120600,0.000487,0.001202,0.000870
120700,0.000491,0.001288,0.000923
120800,0.000492,0.001270,0.000894
120900,0.000478,0.001240,0.000903
121000,0.000471,0.001247,0.000886
121100,0.000476,0.001184,0.000883
121200,0.000492,0.001260,0.000893
121300,0.000491,0.001203,0.000891
121400,0.000531,0.001257,0.000898
121500,0.000534,0.001209,0.000922
121600,0.000477,0.001191,0.000897
121700,0.000493,0.001194,0.000890
121800,0.000484,0.001249,0.000887
121900,0.000489,0.001166,0.000878
122000,0.000474,0.001211,0.000899
122100,0.000483,0.001238,0.000894
122200,0.000488,0.001298,0.000886
122300,0.000482,0.001293,0.000899
122400,0.000471,0.001252,0.000894
122500,0.000470,0.001279,0.000883
122600,0.000477,0.001203,0.000877
122700,0.000475,0.001202,0.000890
122800,0.000607,0.001310,0.000899
122900,0.000491,0.001227,0.000887
123000,0.000481,0.001200,0.000898
123100,0.000495,0.001231,0.000895
123200,0.000508,0.001241,0.000895
123300,0.000493,0.001270,0.000900
123400,0.000476,0.001231,0.000884
123500,0.000454,0.001210,0.000876
123600,0.000478,0.001228,0.000874
123700,0.000473,0.001242,0.000889
123800,0.000492,0.001238,0.000886
123900,0.000477,0.001181,0.000896
124000,0.000472,0.001188,0.000888
124100,0.000492,0.001203,0.000875
124200,0.000507,0.001210,0.000902
124300,0.000491,0.001207,0.000897
124400,0.000474,0.001206,0.000883
124500,0.000472,0.001240,0.000869
124600,0.000487,0.001320,0.000889
124700,0.000483,0.001215,0.000876
124800,0.000473,0.001198,0.000915
124900,0.000504,0.001211,0.000897
125000,0.000482,0.001241,0.000869
125100,0.000496,0.001248,0.000890
125200,0.000461,0.001248,0.000891
125300,0.000466,0.001174,0.000878
125400,0.000475,0.001195,0.000890
125500,0.000482,0.001304,0.000878
125600,0.000486,0.001241,0.000898
125700,0.000489,0.001254,0.000889
125800,0.000478,0.001273,0.000901
125900,0.000488,0.001199,0.000889
126000,0.000476,0.001201,0.000906
126100,0.000496,0.001197,0.000868
126200,0.000481,0.001198,0.000866
126300,0.000484,0.001233,0.000889
126400,0.000476,0.001232,0.000889
126500,0.000471,0.001258,0.000889
126600,0.000474,0.001224,0.000917
126700,0.000483,0.001214,0.000883
126800,0.000544,0.001188,0.000896
126900,0.000464,0.001242,0.000892
127000,0.000488,0.001198,0.000889
127100,0.000479,0.001192,0.000909
127200,0.000470,0.001200,0.000890
127300,0.000470,0.001159,0.000882
127400,0.000479,0.001189,0.000897
127500,0.000487,0.001231,0.000896
127600,0.000481,0.001257,0.000897
127700,0.000477,0.001215,0.000875
127800,0.000473,0.001205,0.000883
127900,0.000467,0.001193,0.000900
128000,0.000477,0.001164,0.000864
128100,0.000480,0.001192,0.000890
128200,0.000461,0.001234,0.000884
128300,0.000477,0.001197,0.000885
128400,0.000479,0.001258,0.000873
128500,0.000478,0.001260,0.000901
128600,0.000508,0.001196,0.000889
128700,0.000484,0.001152,0.000891
128800,0.000475,0.001278,0.000884
128900,0.000482,0.001178,0.000903
129000,0.000461,0.001250,0.000877
129100,0.000489,0.001222,0.000888
129200,0.000473,0.001265,0.000900
129300,0.000454,0.001195,0.000886
129400,0.000459,0.001195,0.000879
129500,0.000470,0.001231,0.000893
129600,0.000470,0.001178,0.000896
129700,0.000469,0.001235,0.000895
129800,0.000483,0.001241,0.000880
129900,0.000486,0.001205,0.000886
130000,0.000486,0.001184,0.000900
130100,0.000470,0.001220,0.000881
130200,0.000483,0.001180,0.000886
130300,0.000484,0.001219,0.000889
130400,0.000474,0.001193,0.000863
130500,0.000450,0.001226,0.000889
130600,0.000487,0.001241,0.000879
130700,0.000473,0.001192,0.000896
130800,0.000477,0.001186,0.000897
130900,0.000472,0.001181,0.000887
131000,0.000458,0.001242,0.000889
131100,0.000476,0.001174,0.000893
131200,0.000484,0.001180,0.000907
131300,0.000463,0.001239,0.000880
131400,0.000447,0.001168,0.000862
131500,0.000460,0.001173,0.000907
131600,0.000479,0.001270,0.000893
131700,0.000474,0.001237,0.000886
131800,0.000460,0.001167,0.000903
131900,0.000478,0.001183,0.000902
132000,0.000457,0.001216,0.000882
132100,0.000453,0.001290,0.000873
132200,0.000457,0.001208,0.000882
132300,0.000459,0.001202,0.000886
132400,0.000470,0.001205,0.000875
132500,0.000473,0.001300,0.000892
132600,0.000465,0.001158,0.000887
132700,0.000477,0.001180,0.000879
132800,0.000453,0.001199,0.000882
132900,0.000472,0.001181,0.000871
133000,0.000464,0.001183,0.000888
133100,0.000475,0.001249,0.000898
133200,0.000476,0.001222,0.000897
133300,0.000474,0.001181,0.000906
133400,0.000456,0.001207,0.000889
133500,0.000461,0.001153,0.000873
133600,0.000486,0.001202,0.000876
