global_batch,control_batch,arrow_task_batch,qa_task_batch,mem_canvas_batch
58400,0.001251,0.001675,0.001034,0.000628
58500,0.000938,0.001544,0.001069,0.000869
58600,0.000888,0.001556,0.001057,0.001170
58700,0.001111,0.001514,0.001069,0.000625
58800,0.000953,0.001850,0.001049,0.000733
58900,0.000859,0.001499,0.001037,0.000686
59000,0.000855,0.001663,0.001038,0.000726
59100,0.000989,0.001535,0.001047,0.000630
59200,0.001396,0.001467,0.001015,0.000723
59300,0.000763,0.001377,0.000972,0.000914
59400,0.000909,0.001563,0.001022,0.001778
59500,0.000807,0.001497,0.001001,0.000534
59600,0.000797,0.001514,0.001002,0.000982
59700,0.001755,0.001588,0.001025,0.000584
59800,0.001588,0.001722,0.001053,0.000531
59900,0.000827,0.001496,0.001043,0.000428
60000,0.000762,0.001454,0.001028,0.000420
60100,0.000724,0.001509,0.001012,0.000433
60200,0.002088,0.001412,0.000989,0.000418
60300,0.000729,0.001402,0.001000,0.000656
60400,0.000691,0.001508,0.000978,0.000458
60500,0.000770,0.001650,0.001081,0.000993
60600,0.000757,0.001749,0.001007,0.000825
60700,0.000732,0.001559,0.000985,0.000764
60800,0.000778,0.001599,0.000955,0.000467
60900,0.000671,0.001527,0.001090,0.000480
61000,0.000712,0.001579,0.000988,0.001119
61100,0.000708,0.001892,0.001015,0.001761
61200,0.000777,0.001962,0.001107,0.003321
61300,0.001148,0.002503,0.001150,0.001757
61400,0.001388,0.002133,0.001099,0.000744
61500,0.002340,0.001763,0.001030,0.000705
61600,0.004205,0.003464,0.001319,0.001015
61700,0.015369,0.003966,0.002092,0.003528
61800,0.006607,0.004857,0.001833,0.001401
61900,0.001705,0.003427,0.001355,0.002036
62000,0.001861,0.003038,0.001378,0.002900
62100,0.001300,0.002158,0.001179,0.001012
62200,0.001031,0.001947,0.001153,0.000964
62300,0.000963,0.001780,0.001107,0.001078
62400,0.001034,0.001729,0.001120,0.000679
62500,0.000985,0.001676,0.001072,0.000738
62600,0.001030,0.001599,0.001067,0.000805
62700,0.000852,0.001504,0.001040,0.000537
62800,0.000793,0.001489,0.001026,0.000881
62900,0.000844,0.001685,0.001441,0.000544
63000,0.000970,0.001628,0.001102,0.000582
63100,0.002288,0.002083,0.001284,0.003911
63200,0.002821,0.005269,0.001444,0.004101
63300,0.001632,0.001786,0.001341,0.001655
63400,0.000896,0.001740,0.001090,0.001900
63500,0.002842,0.001523,0.001082,0.001138
63600,0.000909,0.001650,0.001125,0.001214
63700,0.001060,0.001562,0.001037,0.000703
63800,0.001156,0.001620,0.001084,0.000898
63900,0.001240,0.002181,0.001722,0.001317
64000,0.001178,0.002021,0.001205,0.001331
64100,0.001311,0.001752,0.001073,0.000660
64200,0.001289,0.002128,0.001430,0.001678
64300,0.002206,0.001904,0.001244,0.002282
64400,0.001193,0.002488,0.001320,0.001168
64500,0.002691,0.001837,0.001252,0.000916
64600,0.001020,0.001766,0.001139,0.001309
64700,0.000917,0.001570,0.001074,0.000622
64800,0.001008,0.001471,0.001075,0.000849
64900,0.000816,0.001347,0.001054,0.000592
65000,0.000816,0.001664,0.001041,0.000966
65100,0.000862,0.001512,0.001045,0.000688
65200,0.000835,0.001613,0.001045,0.000709
65300,0.000767,0.001527,0.001020,0.000702
65400,0.000823,0.001443,0.001725,0.000648
65500,0.004509,0.002245,0.001127,0.000584
65600,0.001580,0.001985,0.001108,0.000692
65700,0.002070,0.001836,0.001166,0.000610
65800,0.001954,0.001815,0.001460,0.001511
65900,0.001684,0.001645,0.001122,0.000658
66000,0.002461,0.001457,0.001140,0.000481
66100,0.001262,0.001539,0.001106,0.000524
66200,0.001400,0.001696,0.001062,0.000434
66300,0.000969,0.001576,0.001060,0.000474
66400,0.001036,0.001375,0.001066,0.001042
66500,0.003797,0.001422,0.001097,0.000587
66600,0.003004,0.001680,0.001153,0.000588
66700,0.001219,0.001493,0.001080,0.000791
66800,0.002267,0.004646,0.001572,0.005080
66900,0.009769,0.002845,0.001427,0.006587
67000,0.006107,0.002680,0.003458,0.007365
67100,0.003411,0.002982,0.001748,0.003362
67200,0.005541,0.002241,0.001629,0.003345
67300,0.002597,0.002227,0.002502,0.006899
67400,0.005591,0.001997,0.001593,0.005247
67500,0.002495,0.001958,0.001344,0.003795
67600,0.005009,0.001824,0.001460,0.006930
67700,0.002590,0.001719,0.001336,0.002701
67800,0.003551,0.001975,0.001458,0.007155
67900,0.002058,0.001956,0.001501,0.006839
68000,0.004031,0.001769,0.001237,0.003718
68100,0.003493,0.001789,0.001476,0.006001
68200,0.001584,0.001708,0.001271,0.003889
68300,0.001325,0.001586,0.001191,0.004014
68400,0.001630,0.001664,0.001122,0.007119
68500,0.001062,0.001505,0.001145,0.005139
68600,0.001349,0.001482,0.001132,0.003704
68700,0.001073,0.001603,0.001236,0.005968
68800,0.000937,0.001487,0.001057,0.002614
68900,0.000958,0.001455,0.001041,0.003426
69000,0.001057,0.001427,0.001126,0.006436
69100,0.005644,0.001622,0.001116,0.003178
69200,0.002591,0.001688,0.001092,0.004661
69300,0.003226,0.001910,0.001170,0.007727
69400,0.001546,0.001555,0.001061,0.002892
69500,0.000859,0.001525,0.001047,0.003082
69600,0.000897,0.001470,0.001056,0.002881
69700,0.000963,0.001383,0.001010,0.004970
69800,0.001001,0.001512,0.001042,0.003725
69900,0.000822,0.001400,0.001012,0.003866
70000,0.000803,0.001346,0.000990,0.003206
70100,0.000859,0.001595,0.001011,0.004304
70200,0.000971,0.001410,0.000997,0.004135
70300,0.000765,0.001442,0.001004,0.001600
70400,0.000824,0.001327,0.000997,0.005371
70500,0.000759,0.001473,0.000989,0.001590
70600,0.000962,0.001465,0.000985,0.004480
70700,0.001188,0.001664,0.001147,0.005138
70800,0.001689,0.001944,0.001281,0.002193
70900,0.001812,0.001836,0.001646,0.005465
71000,0.002301,0.002040,0.001185,0.002582
71100,0.004385,0.003140,0.001697,0.005409
71200,0.001978,0.001870,0.001296,0.002496
71300,0.003954,0.001608,0.001207,0.001440
71400,0.001622,0.001639,0.002260,0.001176
71500,0.001213,0.001694,0.001193,0.001153
71600,0.001082,0.001532,0.001261,0.001126
71700,0.000958,0.001498,0.001169,0.001294
71800,0.001469,0.002562,0.001607,0.006283
71900,0.001869,0.002212,0.001444,0.003836
72000,0.001447,0.001764,0.001291,0.003054
72100,0.001082,0.001815,0.001165,0.003182
72200,0.001293,0.001899,0.001150,0.004697
72300,0.001006,0.001665,0.001112,0.002641
72400,0.001484,0.001823,0.001309,0.003801
72500,0.001001,0.001864,0.001140,0.003823
72600,0.001093,0.001858,0.001113,0.002787
72700,0.000978,0.001686,0.001124,0.002853
72800,0.000935,0.001754,0.001079,0.002281
72900,0.000922,0.001596,0.001095,0.002820
73000,0.000969,0.002333,0.001135,0.002988
73100,0.000986,0.002099,0.001130,0.001795
73200,0.001489,0.001732,0.001092,0.003929
73300,0.000964,0.001621,0.001090,0.002432
73400,0.000897,0.001771,0.001055,0.002088
73500,0.000944,0.001613,0.001087,0.002165
73600,0.000852,0.001770,0.001031,0.001604
73700,0.000821,0.001528,0.001028,0.001892
73800,0.000971,0.001647,0.001011,0.000807
73900,0.000854,0.001456,0.001025,0.001149
74000,0.000876,0.001599,0.001062,0.001963
74100,0.001060,0.003132,0.001157,0.002858
74200,0.001028,0.001958,0.001142,0.006608
74300,0.001422,0.001882,0.001214,0.002685
74400,0.000911,0.001622,0.001057,0.002292
74500,0.001555,0.001993,0.001073,0.002327
74600,0.002453,0.001955,0.001121,0.003890
74700,0.008416,0.002287,0.001603,0.003091
74800,0.001715,0.001829,0.001267,0.001867
74900,0.001419,0.001781,0.001258,0.002767
75000,0.004249,0.002785,0.002035,0.003251
75100,0.003113,0.003064,0.001579,0.002270
75200,0.062651,0.010718,0.010082,0.009918
75300,0.066709,0.016213,0.011397,0.012181
75400,0.042316,0.012772,0.012144,0.012315
75500,0.028771,0.009164,0.012112,0.010883
75600,0.030240,0.007311,0.004488,0.012385
75700,0.021000,0.007292,0.004356,0.005603
75800,0.023568,0.007820,0.006801,0.009218
75900,0.018268,0.006288,0.007069,0.008928
76000,0.020112,0.006674,0.004601,0.007865
76100,0.016845,0.005908,0.005485,0.009458
76200,0.008266,0.005440,0.005516,0.004187
76300,0.014723,0.005492,0.004031,0.006983
76400,0.012931,0.005513,0.004008,0.008878
76500,0.008437,0.003184,0.003560,0.005014
76600,0.007524,0.002897,0.002983,0.004591
76700,0.008433,0.002650,0.002928,0.006455
76800,0.005748,0.002531,0.002847,0.006950
76900,0.008464,0.002509,0.003481,0.005295
77000,0.004589,0.002287,0.002559,0.005339
77100,0.004707,0.002204,0.002979,0.006790
77200,0.004267,0.002101,0.002646,0.004829
77300,0.006516,0.004060,0.004424,0.006881
77400,0.005135,0.002375,0.004723,0.006358
77500,0.006682,0.002717,0.002728,0.004411
77600,0.004186,0.002354,0.002649,0.004279
77700,0.003873,0.001890,0.002578,0.004325
77800,0.006698,0.002177,0.003174,0.003703
77900,0.003929,0.002075,0.002464,0.003805
78000,0.004615,0.002000,0.002459,0.005334
78100,0.006035,0.001941,0.002331,0.004313
78200,0.003662,0.001920,0.002350,0.005185
78300,0.003344,0.001849,0.002284,0.005234
78400,0.014163,0.002894,0.005792,0.008564
78500,0.018441,0.002646,0.002717,0.006195
78600,0.003989,0.002049,0.002580,0.003766
78700,0.005768,0.001965,0.002406,0.007243
78800,0.009148,0.001797,0.002384,0.003901
78900,0.004366,0.001783,0.002304,0.002668
79000,0.003497,0.001650,0.002244,0.002784
79100,0.003167,0.001599,0.002181,0.004164
79200,0.003261,0.001817,0.002114,0.002339
79300,0.002930,0.001713,0.001986,0.004190
79400,0.003038,0.001575,0.001965,0.004520
79500,0.002943,0.001646,0.002054,0.003317
79600,0.002724,0.001702,0.001781,0.003301
79700,0.002461,0.001542,0.001805,0.002062
79800,0.003069,0.001570,0.001919,0.002471
79900,0.002654,0.001630,0.001921,0.003469
80000,0.002696,0.001557,0.001796,0.003039
80100,0.002989,0.002306,0.001931,0.005953
80200,0.003994,0.001874,0.001695,0.002058
80300,0.002935,0.002614,0.001718,0.003816
80400,0.002393,0.002372,0.001748,0.003294
80500,0.002552,0.002201,0.001685,0.002126
80600,0.003036,0.002273,0.001791,0.003420
80700,0.002152,0.001815,0.001682,0.002007
80800,0.002093,0.001996,0.001767,0.004110
80900,0.002984,0.001948,0.001624,0.004436
81000,0.004068,0.002078,0.001729,0.001605
81100,0.001844,0.001796,0.001560,0.002792
81200,0.001902,0.001670,0.001936,0.001307
