batch,total_loss,img_recall_loss,text_loss,weight_ce_loss
1,0.019999999552965164,0.0,0.0,0.019999999552965164
2,2.0907623767852783,0.0,0.0,2.0907623767852783
3,2.6754913330078125,0.0,0.0,2.6754913330078125
4,0.019999999552965164,0.0,0.0,0.019999999552965164
5,0.7475813627243042,0.0,0.0,0.7475813627243042
6,1.2934784889221191,0.0,0.0,1.2934784889221191
7,0.019999999552965164,0.0,0.0,0.019999999552965164
8,0.7198801040649414,0.0,0.0,0.7198801040649414
9,1.2301530838012695,0.0,0.0,1.2301530838012695
10,0.019999999552965164,0.0,0.0,0.019999999552965164
100,0.019999999552965164,0.0,0.0,0.019999999552965164
200,0.7026087641716003,0.0,0.0,0.7026087641716003
300,1.1315516233444214,0.0,0.0,1.1315516233444214
400,0.019999999552965164,0.0,0.0,0.019999999552965164
500,0.6909894943237305,0.0,0.0,0.6909894943237305
600,1.1079370975494385,0.0,0.0,1.1079370975494385
700,0.019999999552965164,0.0,0.0,0.019999999552965164
800,0.3920898735523224,0.0,0.0,0.3920898735523224
900,0.675864577293396,0.0,0.0,0.675864577293396
1000,0.019999999552965164,0.0,0.0,0.019999999552965164
1100,0.09319458156824112,0.0,0.0,0.09319458156824112
1200,0.4557614326477051,0.0,0.0,0.4557614326477051
1300,0.019999999552965164,0.0,0.0,0.019999999552965164
1400,0.036253947764635086,0.0,0.0,0.036253947764635086
1500,0.05211090296506882,0.0,0.0,0.05211090296506882
1600,0.019999999552965164,0.0,0.0,0.019999999552965164
1700,0.03274167701601982,0.0,0.0,0.03274167701601982
1800,0.04701022058725357,0.0,0.0,0.04701022058725357
1900,0.019999999552965164,0.0,0.0,0.019999999552965164
2000,0.03412817418575287,0.0,0.0,0.03412817418575287
2100,0.05079352855682373,0.0,0.0,0.05079352855682373
2200,0.019999999552965164,0.0,0.0,0.019999999552965164
2300,0.0321151539683342,0.0,0.0,0.0321151539683342
2400,0.04702267050743103,0.0,0.0,0.04702267050743103
2500,0.019999999552965164,0.0,0.0,0.019999999552965164
2600,0.031799640506505966,0.0,0.0,0.031799640506505966
2700,0.045704297721385956,0.0,0.0,0.045704297721385956
2800,0.019999999552965164,0.0,0.0,0.019999999552965164
2900,0.031782880425453186,0.0,0.0,0.031782880425453186
3000,0.045379504561424255,0.0,0.0,0.045379504561424255
3100,0.019999999552965164,0.0,0.0,0.019999999552965164
3200,0.05878782272338867,0.0,0.0,0.05878782272338867
3300,0.04889899492263794,0.0,0.0,0.04889899492263794
3400,0.019999999552965164,0.0,0.0,0.019999999552965164
3500,0.03314206376671791,0.0,0.0,0.03314206376671791
3600,0.04619458317756653,0.0,0.0,0.04619458317756653
3700,0.019999999552965164,0.0,0.0,0.019999999552965164
3800,0.0320163331925869,0.0,0.0,0.0320163331925869
3900,0.04554732143878937,0.0,0.0,0.04554732143878937
4000,0.019999999552965164,0.0,0.0,0.019999999552965164
4100,0.036016181111335754,0.0,0.0,0.036016181111335754
4200,0.04667825996875763,0.0,0.0,0.04667825996875763
4300,0.019999999552965164,0.0,0.0,0.019999999552965164
4400,0.03182847052812576,0.0,0.0,0.03182847052812576
4500,0.047753460705280304,0.0,0.0,0.047753460705280304
4600,0.019999999552965164,0.0,0.0,0.019999999552965164
4700,0.03184282407164574,0.0,0.0,0.03184282407164574
4800,0.04535730183124542,0.0,0.0,0.04535730183124542
4900,0.019999999552965164,0.0,0.0,0.019999999552965164
5000,0.03175182640552521,0.0,0.0,0.03175182640552521
5100,0.04635315388441086,0.0,0.0,0.04635315388441086
5200,0.019999999552965164,0.0,0.0,0.019999999552965164
5300,0.03645447641611099,0.0,0.0,0.03645447641611099
5400,0.051421381533145905,0.0,0.0,0.051421381533145905
5500,0.019999999552965164,0.0,0.0,0.019999999552965164
5600,0.04224945604801178,0.0,0.0,0.04224945604801178
5700,0.04609841853380203,0.0,0.0,0.04609841853380203
5800,0.019999999552965164,0.0,0.0,0.019999999552965164
5900,0.03206852823495865,0.0,0.0,0.03206852823495865
6000,0.045745186507701874,0.0,0.0,0.045745186507701874
6100,0.019999999552965164,0.0,0.0,0.019999999552965164
6200,0.035212192684412,0.0,0.0,0.035212192684412
6300,0.04582781344652176,0.0,0.0,0.04582781344652176
6400,0.019999999552965164,0.0,0.0,0.019999999552965164
6500,0.031679749488830566,0.0,0.0,0.031679749488830566
6600,0.04509081691503525,0.0,0.0,0.04509081691503525
6700,0.019999999552965164,0.0,0.0,0.019999999552965164
6800,0.031694766134023666,0.0,0.0,0.031694766134023666
6900,0.04515635967254639,0.0,0.0,0.04515635967254639
7000,0.019999999552965164,0.0,0.0,0.019999999552965164
7100,0.03172450512647629,0.0,0.0,0.03172450512647629
