global_batch,control_batch,arrow_task_batch,qa_task_batch,mem_canvas_batch,blue_line_direction_batch,gold_direction_batch,gold_proximity_batch,please_turn_batch,relposition_qa_batch,direction_names_batch,primary_solver_batch
22500,0.000575,0.001013,0.003077,0.007693,0.001143,0.001002,0.001003,0.002151,0.002470,0.000649,0.000292
22600,0.000587,0.000992,0.003085,0.007382,0.001133,0.001000,0.001000,0.002138,0.002889,0.000600,0.000279
22700,0.000595,0.000949,0.003078,0.006960,0.001136,0.000997,0.000997,0.002178,0.002711,0.000626,0.000286
22800,0.000629,0.000985,0.003081,0.006371,0.001126,0.000998,0.001001,0.002155,0.002470,0.000676,0.000298
22900,0.000578,0.001006,0.003074,0.006270,0.001142,0.001001,0.001000,0.002121,0.002970,0.000701,0.000303
23000,0.000609,0.000883,0.003082,0.006510,0.001132,0.001000,0.000999,0.002129,0.002622,0.000628,0.000286
23100,0.000606,0.001027,0.003074,0.007322,0.001143,0.001004,0.001007,0.002139,0.002583,0.000607,0.000299
23200,0.000589,0.001050,0.003078,0.007430,0.001144,0.001001,0.000999,0.002115,0.002825,0.000706,0.000319
23300,0.000606,0.000946,0.003076,0.006966,0.001137,0.000997,0.001001,0.002160,0.002689,0.000621,0.000287
23400,0.000603,0.001006,0.003088,0.006164,0.001147,inf,0.000999,0.002141,0.002724,0.000653,0.000297
23500,0.000589,0.001021,0.003081,0.007540,0.001136,0.001000,0.001002,0.002142,0.002793,0.000646,0.000283
23600,0.000635,0.000960,0.003069,0.006328,0.001141,0.001002,0.001003,0.002114,0.002613,0.000705,0.000288
23700,0.000609,0.001058,0.003082,0.007135,0.001140,0.000998,0.000999,0.002151,0.002362,0.000667,0.000287
23800,0.000604,0.000906,0.003080,0.006606,0.001135,0.001002,0.001001,0.002125,0.002424,0.000643,0.000281
23900,0.000593,0.000948,0.003074,0.006535,0.001134,0.000997,0.000998,0.002125,0.003185,0.000706,0.000301
24000,0.000581,0.000976,0.003080,0.008033,inf,0.000997,0.000997,0.002129,0.002742,0.000761,0.000301
24100,0.000561,0.000958,0.003075,0.006759,0.001148,0.001002,0.001002,0.002095,0.002847,0.000630,0.000297
24200,0.000579,0.000926,0.003075,0.006174,0.001157,0.000998,0.001000,0.002129,0.002497,0.000666,0.000295
24300,0.000599,0.000973,0.003079,0.006805,0.001142,0.001000,0.000996,0.002157,0.002301,0.000591,0.000304
24400,0.000599,0.000898,0.003083,0.007346,0.001143,0.001001,0.001001,0.002158,0.002480,0.000600,0.000306
24500,0.000609,0.000937,0.003078,0.007158,0.001144,0.001000,0.001001,0.002170,0.002210,0.000688,0.000291
24600,0.000575,0.000934,0.003095,0.006589,0.001143,0.000999,0.001001,0.002126,0.002460,0.000725,0.000294
24700,0.000582,0.001026,0.003077,0.005623,0.001138,0.001001,0.000999,0.002158,0.002830,0.000706,0.000291
24800,0.000581,0.000983,0.003075,0.007263,0.001134,0.000997,0.000998,0.002152,0.002388,0.000632,0.000281
24900,0.000581,0.000946,0.003080,0.007481,0.001134,0.000999,0.000997,0.002127,0.002424,0.000643,0.000290
25000,0.000605,0.001014,0.003080,0.006764,0.001132,0.000998,0.001000,0.002135,0.002606,0.000592,0.000293
25100,0.000602,0.000920,0.003088,0.007107,0.001149,0.001003,0.001000,0.002120,0.002214,0.000605,0.000280
25200,inf,0.001048,0.003077,0.007214,0.001140,0.001000,0.000999,0.002144,0.002710,0.000700,0.000295
25300,0.000593,0.000936,0.003080,0.006642,0.001132,0.000998,inf,0.002144,0.002611,0.000629,0.000297
25400,0.000605,0.000993,0.003083,0.007159,0.001126,0.001000,0.001001,0.002123,0.002203,0.000585,0.000294
25500,0.000635,0.000970,0.003075,0.007060,0.001143,0.001005,0.001003,0.002172,0.002880,0.000647,0.000290
25600,0.000582,0.000972,0.003080,0.006562,0.001145,0.000995,0.000997,0.002082,0.002316,0.000617,0.000290
25700,0.000585,0.000990,0.003080,0.006512,0.001128,0.001000,0.001000,0.002151,0.002723,0.000596,0.000305
25800,0.000572,0.000954,0.003080,0.006109,0.001147,0.000999,0.000998,0.002164,0.002421,0.000676,0.000299
25900,0.000604,0.001027,0.003076,0.007243,0.001135,0.000994,0.000999,0.002103,0.002220,0.000641,0.000294
26000,0.000603,0.000871,0.003085,0.006749,0.001132,0.001000,0.000997,0.002167,0.002169,0.000584,0.000282
26100,0.000581,0.000960,0.003074,0.006562,0.001128,0.001002,0.001000,0.002093,0.002361,0.000603,0.000303
26200,0.000608,0.000967,0.003095,0.006537,0.001134,0.000997,0.001000,0.002156,0.002784,0.000675,0.000300
26300,0.000627,0.000912,0.003074,0.005378,0.001129,0.000999,0.000998,0.002125,0.002190,0.000743,0.000286
26400,0.000570,0.000981,0.003080,0.006574,0.001143,0.001001,0.001004,0.002170,0.002530,0.000624,0.000295
26500,0.000581,0.000931,0.003081,0.006227,0.001137,0.001001,0.001000,0.002143,0.002761,0.000608,0.000290
26600,0.000587,0.000970,0.003079,0.006772,0.001145,0.000999,0.000998,0.002154,0.002549,0.000629,0.000278
26700,0.000582,0.000988,0.003087,0.007028,0.001137,0.000998,0.000998,0.002165,0.002350,0.000619,0.000291
26800,0.000607,0.000841,0.003083,0.007824,0.001131,0.001000,inf,0.002105,0.002532,0.000616,0.000301
26900,0.000606,0.000970,0.003082,0.006054,0.001113,0.001001,0.000997,0.002131,0.002472,0.000674,0.000314
27000,0.000615,0.000945,0.003078,0.006073,0.001140,0.000998,0.001006,0.002122,0.002194,0.000639,0.000304
27100,0.000604,0.000985,0.003082,0.007257,0.001138,0.001003,0.001003,0.002151,0.003211,0.000606,0.000284
27200,0.000579,0.000912,0.003075,0.006974,0.001139,0.000998,0.000999,0.002091,0.002237,0.000587,0.000287
27300,0.000561,0.001011,0.003079,0.005661,0.001138,0.000999,0.000998,0.002150,0.002548,0.000659,0.000311
27400,0.000590,0.000894,0.003077,0.005975,0.001137,0.001002,0.001003,0.002181,0.002419,0.000714,0.000291
27500,0.000548,0.000952,0.003078,0.006769,0.001137,0.001003,0.001000,0.002150,0.002394,0.000701,0.000290
27600,0.000625,0.000966,0.003082,0.006571,0.001143,0.000998,0.000999,0.002163,0.002537,0.000676,0.000305
27700,0.000580,0.001008,0.003081,0.008018,0.001140,0.001002,0.001002,0.002236,0.002392,0.000747,0.000304
27800,0.000623,0.000890,0.003081,0.006495,0.001132,0.001001,0.000998,0.002110,0.002427,0.000676,0.000290
27900,inf,0.000985,0.003077,0.007611,0.001135,0.000998,0.000998,0.002121,0.002545,0.000641,0.000297
28000,0.000590,0.001024,0.003084,0.007358,0.001150,0.000995,0.000999,0.002103,0.002661,0.000738,0.000296
28100,0.000610,0.000945,0.003076,0.006580,0.001142,0.001000,0.001000,0.002122,0.002516,0.000645,0.000290
28200,0.000583,0.001035,0.003082,0.006792,0.001131,0.000996,0.000998,0.002139,0.002233,0.000647,0.000290
28300,0.000572,0.000957,0.003072,0.006756,0.001144,0.001000,0.000999,0.002151,0.002166,0.000688,0.000298
28400,0.000599,0.001022,0.003084,0.007137,0.001148,0.001002,0.001001,0.002133,0.002858,0.000558,0.000278
28500,0.000625,0.000879,0.003080,0.006323,0.001142,0.000999,0.001000,0.002146,0.002466,0.000613,0.000292
28600,0.000623,0.000901,0.003077,0.005718,0.001139,0.001000,0.000997,0.002114,0.002342,0.000659,0.000306
28700,0.000600,0.000935,0.003088,0.007215,0.001140,0.000999,0.001000,0.002172,0.002675,0.000670,0.000283
28800,0.000600,0.001025,0.003076,0.007220,0.001156,0.000998,0.000998,0.002150,0.002441,0.000720,0.000286
28900,0.000578,0.000908,0.003078,0.006419,0.001129,0.000998,0.000998,0.002115,0.002950,0.000584,0.000285
29000,0.000583,0.000962,0.003079,0.007024,0.001153,0.001001,0.001005,0.002148,0.002496,0.000679,0.000297
29100,0.000581,0.000966,0.003083,0.007149,0.001149,0.001000,0.000999,0.002139,0.002534,0.000604,0.000303
29200,0.000603,0.000916,0.003079,0.006459,0.001145,0.000995,0.000997,0.002160,0.002260,0.000535,0.000304
29300,0.000568,0.000961,0.003083,0.006784,0.001136,0.000999,0.001001,0.002185,0.002884,0.000620,0.000296
29400,0.000596,0.000982,0.003075,0.006800,0.001135,0.000999,0.000996,0.002124,0.002628,0.000660,0.000289
29500,0.000617,0.000982,0.003090,0.006440,0.001139,0.001003,0.001003,0.002165,0.002221,0.000705,0.000285
29600,0.000577,0.000973,0.003074,0.006515,0.001142,0.001000,0.000998,0.002105,0.002629,0.000636,0.000309
29700,0.000587,0.000938,0.003075,0.008584,0.001136,0.001002,0.001004,0.002112,0.002644,0.000633,0.000293
29800,0.000560,0.000974,0.003079,0.006327,0.001149,0.000996,0.000998,0.002114,0.002217,0.000764,0.000285
29900,0.000580,0.001009,0.003079,0.006190,0.001146,0.000998,0.000998,0.002128,0.002860,0.000664,0.000304
30000,0.000577,0.001003,0.003082,0.007074,0.001146,0.001001,0.000999,0.002178,0.002858,0.000646,0.000294
30100,0.000602,0.001048,0.003081,0.006167,0.001143,0.001000,0.000998,0.002150,0.002626,0.000642,0.000289
30200,0.000600,0.000923,0.003079,0.006041,0.001148,0.000996,0.000992,0.002130,0.002639,0.000598,0.000301
30300,0.000596,0.001000,0.003079,0.006578,0.001137,0.000998,0.001001,0.002171,0.002722,0.000651,0.000291
30400,0.000580,0.000976,0.003077,0.007296,0.001136,0.001001,0.001001,0.002127,0.002507,0.000676,0.000287
30500,0.000641,0.000971,0.003080,0.005522,0.001147,0.000999,0.000999,0.002145,0.002302,0.000696,0.000311
30600,0.000582,0.000969,0.003077,0.007019,0.001126,0.000997,0.000997,0.002153,0.002193,0.000707,0.000285
30700,0.000576,0.000909,0.003074,0.007086,0.001131,0.001002,0.000999,0.002177,0.002328,0.000651,0.000293
30800,0.000584,0.000995,0.003078,0.004838,0.001138,0.000996,0.001003,0.002194,0.002932,0.000656,0.000301
30900,0.000623,0.000983,0.003081,0.008066,0.001144,0.001002,0.000998,0.002140,0.002267,0.000526,0.000310
31000,0.000556,0.000984,0.003075,0.006141,0.001132,0.000999,0.001002,0.002155,0.002154,0.000632,0.000304
31100,0.000585,0.000950,0.003083,0.006601,0.001143,0.001000,0.000998,0.002132,0.002134,0.000612,0.000295
31200,0.000590,0.000996,0.003059,0.006582,0.001139,0.000997,0.000999,0.002121,0.002358,0.000606,0.000287
31300,0.000570,0.000910,0.003080,0.006801,0.001134,0.000999,0.000998,0.002136,0.002140,0.000637,0.000295
31400,0.000628,0.000981,0.003078,0.006914,0.001134,0.001008,0.001001,0.002145,0.002729,0.000564,0.000292
31500,0.000576,0.001023,0.003081,0.007223,0.001139,0.000996,0.000996,0.002127,0.002500,0.000624,0.000285
31600,0.000578,0.000947,0.003084,0.006535,0.001139,0.001001,0.000999,0.002143,0.002493,0.000627,0.000288
31700,0.000608,0.000946,0.003079,0.006808,0.001132,0.001001,0.000996,0.002139,0.002629,0.000595,0.000314
31800,0.000603,0.001021,0.003079,0.006416,0.001138,0.000998,0.001000,0.002132,0.002596,0.000601,0.000300
31900,0.000586,0.000958,0.003077,0.006602,0.001133,0.001000,0.000998,0.002125,0.002292,0.000619,0.000303
32000,0.000584,0.000953,0.003083,0.006595,0.001147,0.001006,0.001000,0.002113,0.002226,0.000634,0.000289
32100,0.000594,0.000979,0.003073,0.008337,0.001147,0.000992,0.000999,0.002162,0.002662,0.000613,0.000285
32200,0.000632,0.001027,0.003076,0.005324,0.001146,0.000997,0.000997,0.002096,0.002563,0.000686,0.000289
32300,0.000583,0.000972,0.003078,0.006758,0.001158,0.001000,0.001002,0.002118,0.002559,0.000621,0.000280
32400,0.000589,0.000943,0.003078,0.006606,0.001140,0.001001,0.000998,0.002045,0.002355,0.000656,0.000309
32500,0.000587,0.000969,0.003081,0.006334,0.001134,0.000999,0.001001,0.002126,0.002452,0.000653,0.000299
32600,0.000569,0.001000,0.003085,0.007058,0.001137,0.000995,0.000998,0.002143,0.002188,0.000621,0.000296
32700,0.000581,0.001047,0.003077,0.006227,0.001141,0.000996,0.000998,0.002122,0.002631,0.000645,0.000305
32800,0.000585,0.000981,0.003075,0.007043,0.001130,0.001001,0.001002,0.002108,0.002645,0.000725,0.000290
32900,0.000568,0.000986,0.003072,0.006602,0.001146,0.001004,0.001001,0.002137,0.002767,0.000656,0.000279
33000,0.000565,0.000955,0.003082,0.007069,0.001149,0.001002,0.000999,0.002162,0.002478,0.000571,0.000293
33100,0.000559,0.001028,0.003078,0.006453,0.001138,0.000999,0.001000,0.002177,0.002762,0.000617,0.000293
33200,0.000595,0.000860,0.003086,0.006803,0.001126,0.000999,0.000999,0.002162,0.003093,0.000607,0.000293
33300,0.000602,0.000935,0.003082,0.006519,0.001133,0.000999,0.001000,0.002152,0.002380,0.000721,0.000290
33400,0.000586,0.000919,0.003076,0.006793,0.001145,0.001001,0.001000,0.002186,0.002528,0.000657,0.000310
33500,0.000592,0.000917,0.003083,0.007504,0.001147,0.001000,inf,0.002117,0.002444,0.000654,0.000296
33600,0.000588,0.000950,0.003079,0.007369,0.001137,0.001001,0.001000,0.002150,0.002896,0.000643,0.000306
33700,0.000585,0.000992,0.003076,0.006213,0.001136,0.000997,0.001000,0.002154,0.002499,0.000639,0.000302
33800,0.000656,0.000903,0.003077,0.006798,0.001127,inf,0.000998,0.002123,0.002725,0.000674,0.000306
33900,0.000593,0.001012,0.003077,0.007002,0.001137,0.000997,0.000999,0.002141,0.002429,0.000592,0.000291
34000,0.000619,0.000985,0.003081,0.007324,0.001145,0.001000,0.000997,0.002136,0.002618,0.000619,0.000300
34100,0.000613,0.000957,0.003076,0.006453,0.001125,inf,0.000997,0.002165,0.002473,0.000688,0.000296
34200,0.000577,0.001085,0.003080,0.006155,0.001141,0.000993,0.001002,0.002125,0.002288,0.000616,0.000293
34300,0.000574,0.000963,0.003080,0.006797,0.001149,0.000999,0.000999,0.002120,0.002565,0.000687,0.000295
34400,0.000574,0.000967,0.003084,0.005657,0.001133,0.000998,0.000999,0.002113,0.002608,0.000664,0.000295
34500,0.000599,0.000982,0.003081,0.007140,0.001148,0.000999,0.000999,0.002173,0.002660,0.000595,0.000302
34600,0.000615,0.000978,0.003070,0.006940,0.001142,0.000999,0.000998,0.002070,0.002673,0.000664,0.000296
34700,0.000591,0.000963,0.003080,0.006052,0.001149,0.000998,0.000995,0.002111,0.002498,0.000671,0.000296
34800,0.000604,0.001050,0.003081,0.006242,0.001133,0.000998,0.000998,0.002122,0.002546,0.000629,0.000284
34900,0.000591,0.000986,0.003097,0.007855,0.001131,0.001000,0.001001,0.002194,0.002608,0.000637,0.000304
35000,0.000592,0.000967,0.003077,0.007020,0.001148,0.000999,0.000999,0.002145,0.002490,0.000676,0.000300
35100,0.000581,0.000954,0.003081,0.006637,0.001133,0.000998,0.001000,0.002141,0.002470,0.000537,0.000289
35200,0.000594,0.001041,0.003077,0.006995,0.001132,0.001003,0.000998,0.002147,0.002648,0.000631,0.000303
35300,0.000573,0.000935,0.003077,0.007465,0.001139,0.000999,0.001001,0.002163,0.002319,0.000534,0.000289
35400,0.000602,0.000961,0.003077,0.007022,0.001138,0.001000,0.000996,0.002156,0.002393,0.000622,0.000296
35500,0.000608,0.000916,0.003078,0.006412,0.001134,0.001000,0.000999,0.002116,0.002539,0.000584,0.000303
35600,0.000585,0.000943,0.003081,0.006747,0.001144,0.001000,0.001000,0.002095,0.002175,0.000660,0.000284
35700,0.000595,0.000946,0.003074,0.007016,0.001186,0.000998,0.001000,0.002134,0.002400,0.000628,0.000297
35800,0.000584,0.001037,0.003085,0.005652,0.001141,0.000997,0.000999,0.002174,0.002379,0.000663,0.000294
35900,0.000588,0.000972,0.003079,0.006608,0.001151,0.000999,0.001003,0.002143,0.003158,0.000656,0.000282
36000,0.000597,0.001019,0.003075,0.006604,0.001142,0.001001,0.000996,0.002147,0.002210,0.000695,0.000301
36100,0.000593,0.001008,0.003078,0.006332,0.001138,0.000999,0.000999,0.002149,0.002552,0.000628,0.000303
36200,0.000604,0.000903,0.003082,0.006398,0.001126,0.001001,0.000997,0.002144,0.002488,0.000685,0.000283
36300,0.000581,0.000970,0.003076,0.007904,0.001143,0.001002,0.001001,0.002131,0.002418,0.000630,0.000294
36400,0.000593,0.000916,0.003077,0.006738,0.001139,0.000998,0.000998,0.002119,0.002223,0.000667,0.000295
36500,0.000517,0.000980,0.003084,0.006793,0.001141,0.000999,0.001000,0.002142,0.002544,0.000640,0.000297
36600,0.000579,0.001005,0.003080,0.006977,0.001141,0.001000,0.001000,0.002132,0.002456,0.000632,0.000300
