global_batch,control_batch,arrow_task_batch,qa_task_batch,mem_canvas_batch,blue_line_direction_batch,gold_direction_batch,gold_proximity_batch,please_turn_batch,relposition_qa_batch,direction_names_batch
1100,0.000562,0.001043,0.001884,0.006574,0.000814,0.000754,0.000780,0.002296,0.001546,0.001375
1200,0.000545,0.001060,0.001881,0.007095,0.000804,0.000755,0.000761,0.002285,0.001494,0.001450
1300,0.000555,0.001028,0.001853,0.006360,0.000820,0.000752,0.000747,0.002254,0.001515,0.001355
1400,0.000544,0.001037,0.001868,0.007027,0.000777,0.000754,0.000758,0.002286,0.001506,0.001361
1500,0.000554,0.001070,0.001862,0.007698,0.000774,0.000754,0.000771,0.002293,0.001495,0.001391
1600,0.000565,0.001025,0.001892,0.006780,0.000803,0.000767,0.000762,0.002277,0.001513,0.001386
1700,0.000559,0.001049,0.001829,0.006493,0.000796,0.000746,0.000767,0.002287,0.001551,0.001382
1800,0.000561,0.001037,0.001850,0.007119,0.000816,0.000763,0.000776,0.002268,0.001500,0.001269
1900,0.000536,0.001086,0.001880,0.006499,0.000801,0.000753,0.000744,0.002239,0.001503,0.001350
2000,0.000539,0.000984,0.001865,0.006580,0.000811,0.000745,0.000751,0.002274,0.001539,0.001372
2100,0.000559,0.001084,0.001882,0.006181,0.000819,0.000741,0.000744,0.002301,0.001508,0.001413
2200,0.000552,0.001011,0.001859,0.006796,0.000806,0.000750,0.000756,0.002248,0.001492,0.001395
2300,0.000560,0.001109,0.001875,0.007207,0.000804,0.000746,0.000758,0.002283,0.001500,0.001424
2400,0.000555,0.001037,0.001846,0.007765,0.000803,0.000751,0.000768,0.002247,0.001583,0.001358
2500,0.000550,0.000982,0.001872,0.007086,0.000802,0.000747,0.000748,0.002280,0.001515,0.001425
2600,0.000574,0.001022,0.001879,0.007018,0.000792,0.000757,0.000769,0.002313,0.001575,0.001340
2700,0.000555,0.001056,0.001872,0.007114,0.000806,0.000755,0.000756,0.002286,0.001556,0.001453
2800,0.000562,0.001151,0.001829,0.006793,0.000804,0.000765,0.000769,0.002311,0.001529,0.001287
2900,0.000551,0.001086,0.001855,0.006995,0.000806,0.000763,0.000748,0.002281,0.001472,0.001331
3000,0.000558,0.000973,0.001868,0.007107,0.000815,0.000743,0.000750,0.002268,0.001492,0.001302
3100,0.000547,0.001027,0.001872,0.006707,0.000804,0.000741,0.000751,0.002285,0.001518,0.001445
3200,0.000575,0.001035,0.001867,0.007027,0.000810,0.000736,0.000771,0.002270,0.001532,0.001465
3300,0.000547,0.001013,0.001848,0.007441,0.000787,0.000750,0.000757,0.002256,0.001516,0.001331
3400,0.000550,0.001094,0.001859,0.006790,0.000799,0.000754,0.000758,0.002306,0.001500,0.001456
3500,0.000564,0.001094,0.001890,0.006979,0.000806,0.000762,0.000745,0.002268,0.001488,0.001344
3600,0.000566,0.001075,0.001811,0.007220,0.000815,0.000751,0.000761,0.002242,0.001548,0.001458
3700,0.000552,0.001027,0.001865,0.006904,0.000802,0.000747,0.000763,0.002300,0.001454,0.001478
3800,0.000545,0.001015,0.001881,0.007126,0.000805,0.000746,0.000778,0.002296,0.001563,0.001439
3900,0.000540,0.001073,0.001844,0.006990,0.000807,0.000742,0.000760,0.002229,0.001553,0.001383
4000,0.000541,0.001018,0.001836,0.006817,0.000800,0.000761,0.000768,0.002272,0.001535,0.001416
4100,0.000536,0.001045,0.001895,0.006164,0.000808,0.000737,0.000774,0.002271,0.001506,0.001291
4200,0.000537,0.001119,0.001877,0.006901,0.000817,0.000747,0.000773,0.002289,0.001524,0.001376
4300,0.000555,0.000974,0.001837,0.006689,0.000800,0.000739,0.000779,0.002274,0.001524,0.001395
4400,0.000543,0.001055,0.001855,0.006265,0.000796,0.000758,0.000748,0.002254,0.001488,0.001454
4500,0.000546,0.001083,0.001884,0.006703,0.000801,0.000768,0.000750,0.002276,0.001517,0.001353
4600,0.000565,0.001046,0.001851,0.006378,0.000801,0.000762,0.000773,0.002276,0.001524,0.001446
4700,0.000564,0.001064,0.001861,0.006789,0.000794,0.000750,0.000758,0.002292,0.001568,0.001395
4800,0.000548,0.001079,0.001873,0.006491,0.000814,0.000773,0.000756,0.002261,0.001530,0.001389
4900,0.000534,0.001047,0.001936,0.006608,0.000803,0.000740,0.000766,0.002261,0.001513,0.001348
5000,0.000549,0.001037,0.001827,0.006997,0.000800,0.000767,0.000748,0.002303,0.001501,0.001357
5100,0.000575,0.001015,0.001907,0.006281,0.000781,0.000766,0.000780,0.002270,0.001518,0.001461
5200,0.000545,0.001037,0.001880,0.006601,0.000806,0.000743,0.000762,0.002290,0.001545,0.001257
5300,0.000566,0.001001,0.001875,0.006509,0.000817,0.000756,0.000740,0.002294,0.001543,0.001460
5400,0.000551,0.001019,0.001864,0.006815,0.000813,0.000766,0.000765,0.002247,0.001557,0.001479
5500,0.000535,0.001091,0.001865,0.006591,0.000804,0.000752,0.000757,0.002278,0.001495,0.001342
5600,0.000566,0.001069,0.001889,0.006887,0.000808,0.000756,0.000767,0.002264,0.001537,0.001284
5700,0.000548,0.001047,0.001852,0.006388,0.000797,0.000756,0.000765,0.002260,0.001521,0.001396
5800,0.000570,0.001094,0.001851,0.007121,0.000821,0.000751,0.000767,0.002256,0.001488,0.001409
5900,0.000566,0.001055,0.001836,0.006819,0.000796,0.000736,0.000757,0.002299,0.001510,0.001470
6000,0.000549,0.001008,0.001876,0.006690,0.000810,0.000768,0.000761,0.002266,0.001540,0.001370
6100,0.000562,0.001024,0.001863,0.006706,0.000809,0.000754,0.000793,0.002258,0.001570,0.001312
6200,0.000552,0.001019,0.001872,0.006680,0.000796,0.000758,0.000769,0.002279,0.001583,0.001421
6300,0.000563,0.001065,0.001910,0.006909,0.000808,0.000759,0.000757,0.002289,0.001504,0.001511
6400,0.000542,0.000982,0.001877,0.006287,0.000812,0.000763,0.000781,0.002290,0.001537,0.001562
6500,0.000551,0.001053,0.001842,0.006287,0.000806,0.000754,0.000758,0.002265,0.001511,0.001310
6600,0.000564,0.001018,0.001863,0.007120,0.000810,0.000756,0.000788,0.002261,0.001500,0.001390
6700,0.000551,0.001025,0.001867,0.007000,0.000789,0.000738,0.000761,0.002260,0.001517,0.001410
6800,0.000551,0.001121,0.001910,0.006773,0.000809,0.000746,0.000774,0.002268,0.001598,0.001462
6900,0.000543,0.001059,0.001844,0.006704,0.000822,0.000746,0.000765,0.002284,0.001562,0.001339
7000,0.000552,0.001039,0.001839,0.006773,0.000806,0.000783,0.000775,0.002357,0.001512,0.001349
7100,0.000573,0.001069,0.001870,0.007628,0.000826,0.000761,0.000781,0.002282,0.001510,0.001363
7200,0.000566,0.001073,0.001868,0.006182,0.000803,0.000767,0.000757,0.002282,0.001520,0.001471
7300,0.000562,0.001005,0.001890,0.006800,0.000813,0.000750,0.000755,0.002289,0.001562,0.001360
7400,0.000576,0.001097,0.001870,0.006464,0.000809,0.000758,0.000741,0.002269,0.001537,0.001373
7500,0.000551,0.001055,0.001886,0.006910,0.000787,0.000747,0.000767,0.002271,0.001477,0.001444
7600,0.000559,0.001024,0.001847,0.007224,0.000816,0.000741,0.000761,0.002266,0.001511,0.001330
7700,0.000553,0.001022,0.001870,0.006580,0.000806,0.000766,0.000762,0.002284,0.001521,0.001385
7800,0.000548,0.001035,0.001866,0.007019,0.000788,0.000760,0.000756,0.002302,0.001506,0.001384
7900,0.000544,0.001014,0.001841,0.006800,0.000820,0.000751,0.000781,0.002296,0.001509,0.001475
8000,0.000559,0.001136,0.001870,0.006674,0.000812,0.000735,0.000770,0.002293,0.001512,0.001421
8100,0.000542,0.001037,0.001836,0.007200,0.000783,0.000763,0.000773,0.002298,0.001541,0.001517
8200,0.000538,0.001084,0.001869,0.007317,0.000805,0.000774,0.000770,0.002284,0.001513,0.001369
8300,0.000554,0.001044,0.001874,0.006775,0.000828,0.000742,0.000762,0.002238,0.001505,0.001477
8400,0.000540,0.001088,0.001882,0.007002,0.000783,0.000751,0.000755,0.002254,0.001519,0.001361
8500,0.000577,0.001131,0.001890,0.006381,0.000815,0.000745,0.000754,0.002274,0.001537,0.001551
8600,0.000532,0.001075,0.001855,0.007296,0.000794,0.000764,0.000751,0.002268,0.001538,0.001329
8700,0.000557,0.001076,0.001865,0.006567,0.000808,0.000749,0.000763,0.002277,0.001510,0.001423
8800,0.000573,0.001110,0.001885,0.006906,0.000798,0.000772,0.000752,0.002275,0.001518,0.001395
8900,0.000545,0.001061,0.001881,0.006787,0.000795,0.000755,0.000781,0.002292,0.001558,0.001323
9000,0.000571,0.000990,0.001862,0.006413,0.000805,0.000772,0.000720,0.002275,0.001551,0.001422
9100,0.000583,0.001029,0.001840,0.007086,0.000790,0.000754,0.000740,0.002262,0.001521,0.001400
9200,0.000546,0.001128,0.001886,0.008103,0.000825,0.000769,0.000783,0.002247,0.001498,0.001440
9300,0.000580,0.001377,0.001919,0.007439,0.000826,0.000759,0.000775,0.002394,0.001575,0.001415
9400,0.000572,0.001153,0.001880,0.007025,0.000821,0.000743,0.000770,0.002287,0.001499,0.001401
9500,0.000539,0.001095,0.001861,0.007043,0.000852,0.000751,0.000734,0.002294,0.001554,0.001506
9600,0.000542,0.001007,0.001870,0.007216,0.000806,0.000747,0.000765,0.002265,0.001498,0.001342
9700,0.000553,0.001064,0.001845,0.006811,0.000820,0.000749,0.000763,0.002297,0.001550,0.001375
9800,0.000543,0.001065,0.001853,0.007839,0.000813,0.000763,0.000762,0.002305,0.001526,0.001356
9900,0.000567,0.001072,0.001887,0.007223,0.000799,0.000756,0.000771,0.002271,0.001477,0.001325
10000,0.000572,0.001039,0.001858,0.007149,0.000815,0.000751,0.000760,0.002292,0.001527,0.001395
10100,0.000550,0.000978,0.001862,0.007529,0.000806,0.000762,0.000763,0.002279,0.001586,0.001354
10200,0.000552,0.001041,0.001867,0.006286,0.000800,0.000739,0.000767,0.002284,0.001487,0.001407
10300,0.000557,0.001047,0.001809,0.007296,0.000799,0.000738,0.000764,0.002269,0.001523,0.001377
10400,0.000555,0.001151,0.001844,0.006568,0.000800,0.000761,0.000757,0.002272,0.001526,0.001399
10500,0.000559,0.001031,0.001857,0.006599,0.000796,0.000758,0.000752,0.002277,0.001562,0.001375
10600,0.000539,0.001011,0.001858,0.007204,0.000791,0.000759,0.000784,0.002291,0.001470,0.001499
10700,0.000538,0.001013,0.001838,0.007409,0.000806,0.000745,0.000763,0.002263,0.001516,0.001250
10800,0.000551,0.001027,0.001856,0.006683,0.000806,0.000751,0.000769,0.002274,0.001527,0.001289
10900,0.000543,0.001010,0.001850,0.006508,0.000803,0.000770,0.000754,0.002266,0.001494,0.001463
11000,0.000530,0.001068,0.001883,0.006385,0.000798,0.000751,0.000764,0.002252,0.001511,0.001464
11100,0.000545,0.001079,0.001846,0.007125,0.000817,0.000742,0.000742,0.002279,0.001546,0.001421
11200,0.000556,0.001090,0.001843,0.006474,0.000820,0.000742,0.000757,0.002292,0.001585,0.001308
11300,0.000544,0.001039,0.001869,0.006699,0.000794,0.000784,0.000761,0.002264,0.001532,0.001349
11400,0.000535,0.001024,0.001880,0.006477,0.000809,0.000762,0.000754,0.002278,0.001517,0.001424
11500,0.000550,0.001032,0.001864,0.006690,0.000830,0.000749,0.000765,0.002249,0.001488,0.001433
11600,0.000560,0.001046,0.001824,0.006588,0.000812,0.000751,0.000769,0.002261,0.001515,0.001361
11700,0.000554,0.001009,0.001854,0.006789,0.000811,0.000759,0.000772,0.002252,0.001498,0.001350
11800,0.000570,0.001020,0.001869,0.006807,0.000808,0.000769,0.000777,0.002251,0.001508,0.001363
11900,0.000567,0.001051,0.001837,0.006820,0.000819,0.000755,0.000762,0.002294,0.001501,0.001413
12000,0.000561,0.001044,0.001819,0.006457,0.000809,0.000774,0.000742,0.002302,0.001515,0.001343
12100,0.000566,0.001019,0.001809,0.006814,0.000805,0.000763,0.000755,0.002276,0.001499,0.001530
12200,0.000556,0.000983,0.001838,0.007141,0.000807,0.000751,0.000764,0.002271,0.001533,0.001406
12300,0.000545,0.001076,0.001855,0.007846,0.000808,0.000759,0.000770,0.002254,0.001541,0.001332
12400,0.000558,0.000989,0.001909,0.006810,0.000817,0.000751,0.000757,0.002257,0.001511,0.001349
12500,0.000557,0.000973,0.001853,0.006912,0.000801,0.000774,0.000749,0.002270,0.001511,0.001420
12600,0.000562,0.000968,0.001863,0.007430,0.000802,0.000752,0.000761,0.002292,0.001506,0.001490
12700,0.000549,0.001070,0.001855,0.006895,0.000823,0.000748,0.000741,0.002270,0.001462,0.001496
12800,0.000533,0.001154,0.001878,0.006360,0.000807,0.000769,0.000787,0.002261,0.001481,0.001547
12900,0.000555,0.001045,0.001883,0.007132,0.000784,0.000763,0.000755,0.002267,0.001488,0.001380
13000,0.000544,0.001130,0.001843,0.007121,0.000790,0.000757,0.000748,0.002253,0.001503,0.001276
13100,0.000560,0.001011,0.001844,0.007013,0.000801,0.000738,0.000776,0.002249,0.001554,0.001416
13200,0.000563,0.001099,0.001844,0.007530,0.000813,0.000756,0.000757,0.002288,0.001496,0.001375
13300,0.000554,0.001065,0.001869,0.006601,0.000801,0.000749,0.000778,0.002262,0.001515,0.001391
13400,0.000550,0.001033,0.001842,0.006891,0.000784,0.000772,0.000762,0.002271,0.001513,0.001368
13500,0.000534,0.000997,0.001847,0.007025,0.000821,0.000770,0.000771,0.002279,0.001496,0.001420
13600,0.000558,0.001090,0.001878,0.006596,0.000789,0.000750,0.000770,0.002282,0.001466,0.001292
13700,0.000549,0.001037,0.001874,0.006802,0.000809,0.000764,0.000723,0.002267,0.001521,0.001472
13800,0.000550,0.001058,0.001889,0.006582,0.000801,0.000767,0.000768,0.002246,0.001495,0.001358
13900,0.000538,0.001042,0.001849,0.006778,0.000817,0.000739,0.000762,0.002267,0.001547,0.001306
14000,0.000561,0.001058,0.001836,0.006470,0.000800,0.000744,0.000766,0.002255,0.001476,0.001452
14100,0.000561,0.001131,0.001881,0.006896,0.000805,0.000760,0.000758,0.002276,0.001484,0.001316
14200,0.000550,0.001103,0.001839,0.006166,0.000809,0.000755,0.000757,0.002275,0.001535,0.001401
14300,0.000542,0.001020,0.001852,0.006151,0.000787,0.000753,0.000759,0.002280,0.001549,0.001400
14400,0.000556,0.001068,0.001870,0.006359,0.000798,0.000756,0.000763,0.002264,0.001539,0.001343
14500,0.000569,0.001098,0.001857,0.006489,0.000811,0.000735,0.000774,0.002280,0.001470,0.001537
14600,0.000560,0.001121,0.001863,0.007206,0.000800,0.000762,0.000757,0.002268,0.001464,0.001487
14700,0.000577,0.001055,0.001860,0.006693,0.000815,0.000752,0.000755,0.002274,0.001534,0.001379
14800,0.000576,0.001011,0.001843,0.006704,0.000802,0.000739,0.000787,0.002264,0.001518,0.001621
14900,0.000551,0.001009,0.001833,0.007323,0.000795,0.000768,0.000777,0.002277,0.001525,0.001309
15000,0.000523,0.001013,0.001866,0.007122,0.000799,0.000742,0.000754,0.002287,0.001529,0.001427
15100,0.000570,0.001172,0.001863,0.006168,0.000815,0.000761,0.000754,0.002276,0.001568,0.001353
15200,0.000564,0.001026,0.001861,0.006875,0.000812,0.000750,0.000733,0.002269,0.001499,0.001430
15300,0.000552,0.001055,0.001852,0.006917,0.000806,0.000761,0.000760,0.002245,0.001539,0.001371
15400,0.000565,0.001015,0.001867,0.006991,0.000806,0.000738,0.000765,0.002235,0.001567,0.001414
15500,0.000552,0.001042,0.001864,0.006915,0.000781,0.000748,0.000754,0.002282,0.001609,0.001367
15600,0.000573,0.001079,0.001853,0.007018,0.000800,0.000753,0.000766,0.002286,0.001530,0.001336
15700,0.000566,0.001050,0.001867,0.007009,0.000808,0.000737,0.000760,0.002296,0.001500,0.001456
15800,0.000589,0.001067,0.001837,0.007037,0.000798,0.000759,0.000763,0.002259,0.001500,0.001315
15900,0.000554,0.001005,0.001845,0.006703,0.000807,0.000766,0.000756,0.002305,0.001542,0.001376
16000,0.000541,0.001070,0.001824,0.006500,0.000782,0.000747,0.000756,0.002281,0.001522,0.001411
16100,0.000570,0.001051,0.001877,0.006574,0.000827,0.000758,0.000756,0.002279,0.001543,0.001392
16200,0.000563,0.001038,0.001963,0.007135,0.000807,0.000759,0.000753,0.002305,0.001489,0.001402
16300,0.000559,0.001047,0.001849,0.006798,0.000817,0.000749,0.000754,0.002279,0.001522,0.001405
16400,0.000563,0.001074,0.001869,0.007349,0.000803,0.000755,0.000784,0.002257,0.001539,0.001317
16500,0.000580,0.001018,0.001865,0.007188,0.000792,0.000758,0.000762,0.002265,0.001514,0.001386
16600,0.000556,0.001055,0.001868,0.007111,0.000802,0.000764,0.000771,0.002301,0.001580,0.001309
16700,0.000556,0.001040,0.001840,0.007204,0.000801,0.000752,0.000755,0.002286,0.001558,0.001375
16800,0.000554,0.001056,0.001878,0.007653,0.000793,0.000752,0.000750,0.002285,0.001491,0.001400
16900,0.000557,0.001043,0.001864,0.006262,0.000800,0.000754,0.000755,0.002275,0.001542,0.001435
17000,0.000558,0.001075,0.001876,0.007001,0.000806,0.000742,0.000762,0.002255,0.001486,0.001405
17100,0.000561,0.001083,0.001833,0.006582,0.000816,0.000763,0.000749,0.002295,0.001541,0.001431
17200,0.000534,0.001044,0.001862,0.007120,0.000805,0.000735,0.000756,0.002264,0.001504,0.001476
17300,0.000568,0.001030,0.001847,0.007207,0.000803,0.000753,0.000770,0.002247,0.001510,0.001352
17400,0.000557,0.001003,0.001844,0.007234,0.000801,0.000732,0.000758,0.002277,0.001509,0.001381
17500,0.000567,0.001051,0.001874,0.006700,0.000809,0.000760,0.000757,0.002280,0.001562,0.001370
17600,0.000565,0.001070,0.001822,0.006577,0.000786,0.000744,0.000757,0.002299,0.001528,0.001258
17700,0.000554,0.001043,0.001857,0.006273,0.000791,0.000768,0.000772,0.002286,0.001500,0.001369
17800,0.000548,0.001101,0.001863,0.006904,0.000796,0.000740,0.000753,0.002298,0.001537,0.001441
17900,0.000564,0.001038,0.001889,0.007034,0.000802,0.000752,0.000758,0.002280,0.001513,0.001285
18000,0.000534,0.001065,0.001845,0.007222,0.000826,0.000759,0.000755,0.002284,0.001514,0.001512
18100,0.000556,0.001098,0.001842,0.006369,0.000805,0.000746,0.000759,0.002272,0.001495,0.001421
18200,0.000551,0.001030,0.001848,0.007111,0.000820,0.000767,0.000772,0.002265,0.001553,0.001391
18300,0.000554,0.001008,0.001863,0.006296,0.000802,0.000744,0.000755,0.002289,0.001505,0.001354
18400,0.000556,0.001074,0.001876,0.007246,0.000795,0.000745,0.000760,0.002302,0.001472,0.001322
18500,0.000574,0.001060,0.001844,0.007322,0.000826,0.000752,0.000751,0.002261,0.001566,0.001387
18600,0.000555,0.001086,0.001866,0.006578,0.000796,0.000758,0.000757,0.002275,0.001483,0.001350
18700,0.000525,0.001089,0.001826,0.006912,0.000797,0.000755,0.000780,0.002306,0.001539,0.001378
18800,0.000551,0.000966,0.001853,0.006982,0.000790,0.000767,0.000760,0.002298,0.001505,0.001387
18900,0.000567,0.001084,0.001872,0.007434,0.000813,0.000754,0.000763,0.002285,0.001512,0.001292
19000,0.000542,0.001098,0.001911,0.006988,0.000808,0.000747,0.000775,0.002267,0.001496,0.001441
19100,0.000562,0.001124,0.001859,0.006891,0.000819,0.000755,0.000765,0.002278,0.001526,0.001455
19200,0.000567,0.001025,0.001838,0.007018,0.000809,0.000752,0.000785,0.002262,0.001557,0.001392
19300,0.000553,0.001040,0.001863,0.006794,0.000822,0.000762,0.000745,0.002288,0.001503,0.001434
19400,0.000561,0.000993,0.001902,0.007021,0.000803,0.000768,0.000745,0.002292,0.001517,0.001456
19500,0.000554,0.001060,0.001852,0.007114,0.000804,0.000733,0.000767,0.002256,0.001470,0.001415
19600,0.000562,0.001012,0.001825,0.006065,0.000801,0.000765,0.000758,0.002255,0.001500,0.001224
19700,0.000548,0.001059,0.001868,0.006802,0.000807,0.000742,0.000751,0.002268,0.001512,0.001321
19800,0.000531,0.001076,0.001870,0.007118,0.000824,0.000751,0.000756,0.002275,0.001537,0.001421
19900,0.000552,0.001059,0.001870,0.006384,0.000812,0.000750,0.000746,0.002258,0.001530,0.001346
20000,0.000557,0.001073,0.001863,0.007000,0.000809,0.000765,0.000756,0.002324,0.001508,0.001400
20100,0.000576,0.001035,0.001886,0.006580,0.000818,0.000755,0.000768,0.002264,0.001557,0.001323
20200,0.000530,0.001034,0.001840,0.006916,0.000818,0.000730,0.000755,0.002258,0.001464,0.001380
20300,0.000547,0.001028,0.001851,0.006477,0.000818,0.000744,0.000747,0.002273,0.001511,0.001418
20400,0.000543,0.000990,0.001832,0.007437,0.000790,0.000772,0.000759,0.002269,0.001521,0.001444
20500,0.000573,0.001000,0.001868,0.006607,0.000803,0.000757,0.000768,0.002230,0.001484,0.001356
20600,0.000571,0.001020,0.001857,0.006049,0.000807,0.000746,0.000771,0.002258,0.001532,0.001273
20700,0.000574,0.001049,0.001842,0.006705,0.000822,0.000753,0.000763,0.002241,0.001536,0.001368
20800,0.000562,0.001097,0.001874,0.007315,0.000806,0.000746,0.000783,0.002261,0.001481,0.001362
20900,0.000548,0.000993,0.001858,0.007219,0.000802,0.000757,0.000748,0.002282,0.001547,0.001364
21000,0.000558,0.001006,0.001851,0.006692,0.000803,0.000739,0.000755,0.002279,0.001516,0.001317
21100,0.000566,0.001075,0.001902,0.006278,0.000804,0.000762,0.000760,0.002251,0.001534,0.001321
21200,0.000554,0.001066,0.001834,0.006585,0.000813,0.000762,0.000771,0.002286,0.001528,0.001519
21300,0.000555,0.000998,0.001850,0.006698,0.000791,0.000758,0.000749,0.002276,0.001516,0.001435
21400,0.000555,0.001124,0.001845,0.006796,0.000797,0.000746,0.000743,0.002293,0.001560,0.001503
21500,0.000566,0.001076,0.001849,0.006366,0.000800,0.000749,0.000760,0.002280,0.001475,0.001418
21600,0.000552,0.001049,0.001836,0.006366,0.000800,0.000758,0.000722,0.002272,0.001528,0.001360
21700,0.000564,0.000986,0.001848,0.006911,0.000812,0.000752,0.000749,0.002272,0.001513,0.001487
21800,0.000548,0.001029,0.001860,0.006885,0.000780,0.000757,0.000775,0.002271,0.001564,0.001318
21900,0.000554,0.000994,0.001869,0.006776,0.000806,0.000760,0.000760,0.002226,0.001513,0.001373
22000,0.000565,0.001044,0.001901,0.006896,0.000813,0.000761,0.000765,0.002272,0.001560,0.001480
22100,0.000550,0.001034,0.001894,0.007014,0.000816,0.000753,0.000769,0.002266,0.001508,0.001416
22200,0.000548,0.001097,0.001862,0.006983,0.000824,0.000744,0.000767,0.002256,0.001572,0.001381
22300,0.000558,0.001103,0.001859,0.006263,0.000802,0.000761,0.000752,0.002269,0.001500,0.001450
22400,0.000537,0.001047,0.001854,0.006094,0.000802,0.000741,0.000758,0.002280,0.001533,0.001323
22500,0.000557,0.001056,0.001825,0.006793,0.000798,0.000751,0.000780,0.002312,0.001519,0.001416
22600,0.000533,0.001101,0.001892,0.007318,0.000796,0.000739,0.000767,0.002272,0.001516,0.001362
22700,0.000556,0.001046,0.001835,0.006710,0.000794,0.000754,0.000757,0.002264,0.001502,0.001404
22800,0.000539,0.001038,0.001894,0.007242,0.000811,0.000766,0.000762,0.002281,0.001485,0.001291
22900,0.000553,0.001037,0.001882,0.006363,0.000811,0.000761,0.000763,0.002280,0.001547,0.001464
23000,0.000552,0.001015,0.001872,0.006154,0.000798,0.000765,0.000747,0.002260,0.001519,0.001479
23100,0.000558,0.001039,0.001853,0.007207,0.000797,0.000738,0.000757,0.002254,0.001496,0.001365
23200,0.000553,0.000965,0.001867,0.006560,0.000817,0.000746,0.000760,0.002226,0.001528,0.001335
23300,0.000546,0.001075,0.001874,0.007333,0.000815,0.000748,0.000771,0.002259,0.001498,0.001418
23400,0.000545,0.001030,0.001864,0.007187,0.000811,0.000750,0.000743,0.002293,0.001504,0.001431
23500,0.000539,0.001036,0.001884,0.006899,0.000807,0.000755,0.000766,0.002291,0.001544,0.001372
23600,0.000534,0.001097,0.001840,0.007437,0.000798,0.000737,0.000756,0.002304,0.001549,0.001508
23700,0.000565,0.001061,0.001868,0.007123,0.000815,0.000742,0.000752,0.002276,0.001506,0.001298
23800,0.000559,0.001040,0.001859,0.006975,0.000816,0.000745,0.000787,0.002272,0.001477,0.001384
23900,0.000547,0.001075,0.001887,0.006792,0.000795,0.000767,0.000768,0.002276,0.001549,0.001389
24000,0.000539,0.001104,0.001838,0.006797,0.000790,0.000752,0.000767,0.002240,0.001526,0.001345
24100,0.000580,0.001021,0.001873,0.006926,0.000797,0.000770,0.000772,0.002285,0.001509,0.001447
24200,0.000563,0.001077,0.001874,0.006585,0.000808,0.000758,0.000757,0.002255,0.001567,0.001338
24300,0.000568,0.001059,0.001860,0.006788,0.000805,0.000751,0.000768,0.002279,0.001465,0.001492
24400,0.000564,0.001084,0.001858,0.006395,0.000801,0.000757,0.000761,0.002257,0.001515,0.001467
24500,0.000554,0.001073,0.001882,0.006589,0.000799,0.000738,0.000789,0.002263,0.001495,0.001479
24600,0.000544,0.000989,0.001837,0.007343,0.000798,0.000742,0.000770,0.002278,0.001545,0.001327
24700,0.000548,0.001011,0.001869,0.007208,0.000801,0.000750,0.000740,0.002253,0.001505,0.001392
24800,0.000561,0.001072,0.001852,0.007410,0.000812,0.000757,0.000768,0.002261,0.001534,0.001390
24900,0.000562,0.001047,0.001859,0.007216,0.000800,0.000765,0.000757,0.002297,0.001547,0.001335
25000,0.000549,0.001091,0.001860,0.007756,0.000792,0.000734,0.000765,0.002258,0.001496,0.001360
25100,0.000577,0.001019,0.001844,0.007111,0.000802,0.000781,0.000770,0.002264,0.001519,0.001401
25200,0.000560,0.001003,0.001842,0.007427,0.000812,0.000756,0.000776,0.002269,0.001491,0.001406
